title,factuality_score
Methyl-CpG-Binding Protein 2|MECP2,0.3386613
Mitogen-Activated Protein Kinase 3|MAPK3,0.3386613
Long Intergenic Non-Protein Coding RNA,0.3386613
"ITK protein, human|ITK",0.3386613
Proteins,0.0279720
"MET protein, human",0.0189810
Long Intergenic Non-Protein Coding RNA,0.0189810
Matrix Metalloproteinase 3,0.3386613
brown adipose tissue uncoupling protein,0.0039960
"CD69 protein, human|CD69",0.3386613
ERR1 protein,0.3386613
"Protein, Organized by Structure",0.3386613
HER-2 protein|ERBB2,0.3386613
"DNM1L protein, human|DNM1L",0.3386613
"PDIA3 protein, human|PDIA3",0.0089910
Estrogen Receptor beta,0.0189810
"IL2RB protein, human|IL2RB",0.3386613
calmodulin-dependent protein kinase III,0.3386613
"CDKN1A protein, human|CDKN1A",0.3386613
"PLK1 protein, human|PLK1",0.0189810
"herstatin protein, human",0.0189810
"EZH2 protein, human|EZH2",0.3386613
GLUT-1 protein,0.0029970
"EIF4EL3 protein, human|EIF4E2",0.0189810
"herstatin protein, human",0.0089910
"CD69 protein, human|CD69",0.0000000
"LATS1 protein, human|LATS1",0.3386613
"EZH2 protein, human|EZH2",0.0029970
G-Protein-Coupled Receptors,0.3386613
"CD274 protein, human|CD274",0.3386613
"protein TDP-43, human",0.0189810
Androgen Binding Protein|SHBG|CCHCR1,0.3386613
"CD274 protein, human|CD274",0.0189810
Peptides,0.0189810
High Density Lipoprotein Cholesterol,0.3386613
"High Mobility Group Protein HMG-I, Human|HMGA1",0.3386613
Amino Acids,0.3386613
"DICER1 protein, human|DICER1",0.0029970
"SDHD protein, human|SDHD",0.3386613
"CTSH protein, human|CTSH",0.3386613
Immune Checkpoint Proteins,0.3386613
"HMGA2 protein, human|HMGA2",0.0189810
RNA-Binding Protein Musashi Homolog 1,0.0009990
"TNF protein, human|TNF",0.0189810
RNA-Binding Protein Musashi Homolog 2,0.3386613
RNA-Binding Protein Musashi Homolog 1,0.3386613
"CREB1 protein, human|CREB1",0.3386613
"POSTN protein, human|POSTN",0.0189810
Plasma Proteins,0.3386613
HER2/Neu Positive,0.0029970
Receptor Protein-Tyrosine Kinases,0.0189810
"ORF74 protein, Human herpesvirus 8",0.0189810
"herstatin protein, human",0.3386613
"ATP8A2 protein, human|ATP8A2",0.3386613
"CDK7 protein, human|CDK7",0.3386613
"GMNN protein, human|GMNN",0.3386613
Amyloid beta-Protein Precursor,0.0279720
Estrogen Receptor beta|EREG|ESR1,0.3386613
Estrogen receptor positive,0.3386613
RNA-Binding Proteins,0.3386613
"TIMP1 protein, human|TIMP1",0.0279720
Sialoproteins,0.3386613
"HGF protein, human|HGF",0.3386613
Wiskott-Aldrich Syndrome Protein,0.0279720
"SHC1 protein, human|SHC1",0.3386613
"RARB protein, human|RARB",0.3386613
"CST6 protein, human|CST6",0.3386613
parathyroid hormone-related protein,0.3386613
Tissue Polypeptide Antigen,0.3386613
Glycoproteins,0.3386613
Cyclic AMP Receptor Protein,0.0279720
Insulin-Like Growth-Factor-Binding Proteins,0.3386613
bone sialoprotein,0.3386613
"TRIM25 protein, human|TRIM25",0.3386613
Opioid Peptide,0.3386613
Repressor Proteins,0.3386613
GTPase-Activating Proteins,0.3386613
parathyroid hormone-related protein,0.0279720
"SKIL protein, human|SKIL",0.3386613
"retinoic acid binding protein II, cellular",0.0279720
"JARID1B protein, human|KDM5B",0.3386613
peptide I,0.3386613
Tumor Protein p53 Binding Protein 2,0.0099900
Cyclic Peptides,0.3386613
HSP90 Heat-Shock Proteins|HSP90AA1,0.3386613
alpha-Fetoproteins,0.3386613
Actin bundling protein,0.3386613
Organic Anion Transport Polypeptides,0.3386613
Mitogen-Activated Protein Kinases,0.3386613
High Mobility Group Proteins,0.0279720
Proteins,0.0009990
Phosphatidylethanolamine Binding Protein,0.0279720
Integral Membrane Proteins,0.3386613
PROTEIN KINASE,0.3386613
G-Protein-Coupled Receptors,0.0279720
"DICER1 protein, human|DICER1",0.3386613
Extracellular Matrix Proteins,0.3386613
Matrix Metalloproteinase Inhibitor,0.0279720
Extracellular Matrix Proteins,0.0279720
CDK6-associated protein p18,0.3386613
Extracellular Matrix Proteins,0.0029970
Insulin-Like Growth-Factor Binding Protein 1,0.3386613
Membrane Transport Proteins,0.3386613
"PER2 protein, mammalian",0.3386613
Nuclear Factor 45 Protein|ILF2,0.3386613
Sterol Regulatory Element Binding Protein 1,0.3386613
Estrogen Receptors,0.0109890
JNK Mitogen-Activated Protein Kinases|JUN,0.3386613
"APEX1 protein, human|APEX1",0.3386613
Protein-Serine-Threonine Kinases,0.0029970
Vitamin D-Binding Protein,0.3386613
Membrane Glycoproteins,0.0279720
Protein Overexpression,0.3386613
Estrogen receptor negative,0.0009990
HIF1alpha protein,0.3386613
Monomeric GTP-Binding Proteins,0.3386613
ataxia telangiectasia mutated protein|ATM,0.3386613
centromere protein F,0.0279720
"PTTG1 protein, human|PTTG1",0.3386613
Mitochondrial Proteins,0.3386613
"MMP14 protein, human|MMP14",0.0279720
"SFRP1 protein, human|SFRP1",0.0109890
"CD69 protein, human|CD69",0.0089910
"GOLPH3 protein, human|GOLPH3",0.0089910
"CEACAM5 protein, human|CEACAM5",0.3386613
"CD69 protein, human|CD69",0.0279720
Estrogen Receptor alpha,0.0089910
GKLF protein,0.0189810
"SLC16A3 protein, human|SLC16A3",0.0089910
Matrix Metalloproteinase 2,0.3386613
Serum Proteins,0.0089910
Signaling Protein,0.0089910
Insulin-Like Growth Factor Binding Protein 5,0.3386613
Product containing glucagon-like peptide 1 receptor agonist (product),0.3386613
Apoptosis Inducing Proteins,0.3386613
Neuropeptides,0.3386613
"WFDC2 protein, human|WFDC2",0.3386613
"UBASH3A protein, human|UBASH3A",0.3386613
"CD69 protein, human|CD69",0.0189810
"LCN2 protein, human|LCN2",0.3386613
Matrix Metalloproteinases,0.0189810
GA-Binding Protein Transcription Factor|GABPA|NFE2L2,0.3386613
"HIF1A protein, human|HIF1A",0.3386613
high density lipoprotein binding protein,0.3386613
"MEN1 protein, human|MEN1",0.0089910
tissue polypeptide specific antigen,0.3386613
"E2F1 protein, human|E2F1|UBE2L3",0.0189810
"TNFSF10 protein, human|TNFSF10",0.3386613
"WNK1 protein, human|WNK1",0.0189810
"SEP15 protein, human|SELENOF",0.3386613
Mutant Proteins,0.0189810
Circulating Protein,0.3386613
secretory protein,0.3386613
"IL17A protein, human|IL17A",0.3386613
"IL17A protein, human|IL17A",0.0009990
"PIK3CB protein, human|PIK3CB",0.3386613
Selective Estrogen Receptor Down Regulator,0.3386613
"Retinol-Binding Proteins, Cellular",0.3386613
Matrix Metalloproteinase 9,0.3386613
"WWTR1 protein, human|WWTR1",0.3386613
FKBP12-rapamycin associated protein,0.3386613
"FABP1 protein, human|FABP1",0.3386613
Estrogen receptor positive,0.0000000
"Ribonucleoprotein, U1 Small Nuclear",0.0189810
"Galanin peptides, human (123 aa, ~13 kDa)",0.3386613
"PDCD1 protein, human|PDCD1",0.0189810
RNA-Binding Protein Musashi Homolog 2,0.0009990
Anti-HER2 Monoclonal Antibody|ERBB2,0.0089910
C-reactive protein,0.0109890
Matrix Metalloproteinases,0.0109890
"COPEB protein, human|KLF6",0.3386613
"PIK3CB protein, human|PIK3CB",0.0029970
"CLEC11A protein, human|CLEC11A",0.0029970
Dickkopf-Related Protein 1,0.3386613
Protein-tyrosine kinase inhibitor,0.3386613
Estrogen Receptor alpha,0.0279720
Signaling Protein,0.3386613
Protein-Serine-Threonine Kinases,0.3386613
Cysteine Proteinase Inhibitors,0.3386613
Serum Proteins,0.3386613
"TFF1 protein, human|TFF1",0.3386613
Animal protein,0.3386613
BCL-2 Protein,0.3386613
Protein Overexpression,0.0279720
Sterol Regulatory Element Binding Protein 1c,0.3386613
Amino Acid Substitution,0.3386613
Polypeptides,0.0279720
Protein Kinase C Inhibitor,0.3386613
Retinoblastoma Protein,0.3386613
Adaptor Signaling Protein,0.3386613
Estrogen Receptor alpha|EREG|ESR1,0.0099900
Apolipoprotein E|APOE,0.3386613
"PSMD10 protein, human|PSMD10",0.0279720
estrogen receptor gamma,0.3386613
TRANCE protein,0.3386613
Estrogen Receptors|EREG|ESR1,0.3386613
"TGFB1 protein, human|TGFB1",0.0279720
ERR1 protein|ESRRA,0.3386613
"PTH protein, human|PTH",0.3386613
Protein Isoforms,0.3386613
protein-tyrosine kinase c-src|SRC,0.3386613
vasodilator-stimulated phosphoprotein,0.0279720
protein tyrosine phosphatase 1B,0.0279720
Heat Shock Protein 27,0.3386613
"BCAR1 protein, human|BCAR1",0.3386613
Urine protein,0.3386613
Protein Precursors,0.3386613
"TNF protein, human|TNF",0.0279720
"ribosomal protein S6 kinase, 70kD, polypeptide 2|RPS6KB2",0.3386613
GSTT1 protein|SLC25A4|CD5|IL1RL1|TRAPPC9,0.3386613
GSTT1 protein,0.3386613
"TERT protein, human|TERT",0.3386613
Peptide Hydrolases,0.3386613
Regulatory Protein,0.3386613
"ESR1 protein, human|ESR1",0.0279720
Estrogen receptor negative,0.3386613
Green Fluorescent Proteins,0.3386613
apolipoprotein D|APOD,0.0279720
"EIF2C2 protein, human|AGO2",0.3386613
Methyl-CpG-Binding Protein 2,0.3386613
"POU5F1 protein, human|POU5F1",0.3386613
Low Density Lipoprotein Receptor,0.3386613
Blood Proteins,0.0000000
HER2-negative breast cancer,0.0000000
"GPER protein, human|GPER1",0.0189810
"CRYAB protein, human|CRYAB",0.3386613
"YAP1 protein, human|YAP1",0.3386613
Cyclin-Dependent Kinase Inhibitor Proteins,0.0089910
Binding Proteins,0.3386613
mitogen-activated protein kinase kinase kinase 11,0.3386613
"ABCG2 protein, human|ABCG2",0.3386613
Matrix Metalloproteinase 11,0.0089910
"IL22 protein, human|IL22",0.3386613
intracellular protein transport,0.3386613
"IRS1 protein, human|IRS1",0.3386613
Long Intergenic Non-Protein Coding RNA,0.0109890
Matrix Metalloproteinase 9|MMP9,0.3386613
Matrix Metalloproteinase 2|MMP2,0.3386613
"ERCC5 protein, human|ERCC5",0.3386613
"herstatin protein, human",0.0279720
"Adaptor Proteins, Signal Transducing",0.3386613
"ATF2 protein, human|ATF2",0.0089910
"IMP3 protein, human",0.3386613
"MFGE8 protein, human|MFGE8",0.0000000
"CD69 protein, human|CD69",0.0049950
Leucine-Rich Repeat Proteins,0.0189810
"IL1A protein, human|IL1A",0.3386613
"WBSCR22 protein, human|BUD23",0.0099900
Microtubule-Associated Proteins,0.3386613
"ST13 protein, human|ST13",0.3386613
"TFF1 protein, human|TFF1",0.0279720
RBBP1L1 Protein|ARID4B,0.0279720
whey protein,0.3386613
matrix metalloproteinase 26,0.0109890
Tumor Suppressor Proteins,0.3386613
"NOS2A protein, human|NOS2",0.3386613
"STK6 protein, human|AURKA",0.0109890
Estrogen Receptor Modulators,0.3386613
Estrogen Receptors,0.0099900
Protein Expression,0.0009990
Cullin Proteins,0.0109890
"SMO protein, human|SMO",0.3386613
"TIMP2 protein, human|TIMP2",0.3386613
C-terminal binding protein,0.3386613
Protein phosphatase,0.3386613
"KLK5 protein, human|KLK5",0.3386613
zinc-binding protein,0.3386613
Apolipoprotein A-I|APOA1,0.3386613
Binding Protein,0.3386613
"IGFBP2 protein, human|IGFBP2",0.3386613
somatotropin-binding protein,0.3386613
Cell Cycle Proteins,0.3386613
Actin bundling protein,0.0279720
"CHEK1 protein, human|CHEK1",0.3386613
Membrane Transport Proteins,0.0019980
EGFR Protein Overexpression,0.3386613
tacrolimus binding protein 4|FKBP4,0.3386613
"MAPK14 protein, human|MAPK14",0.0099900
Estrogen Receptor Status,0.0019980
Monocyte Chemoattractant Protein-1,0.3386613
"TGFB1 protein, human|TGFB1",0.0189810
"CISH protein, human|CISH",0.3386613
HER2-positive carcinoma of breast,0.3386613
HSP90 Heat-Shock Proteins|HSP90AA1,0.0189810
"KRT10 protein, human|KRT10",0.3386613
"CD9 protein, human|CD9",0.3386613
HER2-targeting Agent,0.0089910
Tissue Inhibitor of Metalloproteinase-3|TIMP3,0.3386613
human MUC1 protein,0.3386613
estrogen receptor-positive breast cancer,0.3386613
Long Intergenic Non-Protein Coding RNA,0.0089910
"protein tyrosine phosphatase, non-receptor type 1",0.3386613
"Dolichyl-Diphosphooligosaccharide-Protein Glycosyltransferase Subunit 1, human",0.3386613
"Receptor Tyrosine-Protein Kinase ErbB-4, human|ERBB4",0.0009990
Matrix Metalloproteinases,0.0009990
"Amino Acids, Branched-Chain",0.3386613
"SFN protein, human|SFN",0.3386613
"HMGB3 protein, human|HMGB3",0.0279720
Apolipoprotein A-I,0.3386613
"FRAP1 protein, human|MTOR",0.0189810
"CDK7 protein, human|CDK7",0.0189810
"TNK2 protein, human|TNK2",0.3386613
High Density Lipoproteins,0.3386613
"MMP11 protein, human|MMP11",0.3386613
"MAP3K8 protein, human|MAP3K8",0.0109890
G protein-coupled receptor kinase 4,0.3386613
"PTGS2 protein, human|PTGS2",0.0089910
"FRAP1 protein, human|MTOR",0.0279720
"CYP2B6 protein, human|CYP2B6",0.3386613
DNA repair protein,0.3386613
TRANCE protein,0.0279720
Estrogen Receptor beta|EREG|ESR1,0.0049950
mdm2 protein|MDM4,0.3386613
S100 Proteins|S100A1|S100B,0.0099900
Selective Estrogen Receptor Modulators,0.0099900
Milk Proteins,0.3386613
Cell Cycle Proteins,0.0279720
riboflavin-binding protein,0.3386613
Protein Kinase C|PRRT2,0.3386613
"CBFB protein, human|CBFB|NFYA|NFYB",0.3386613
5'-AMP-activated protein kinase,0.0279720
syndecan 1 protein,0.3386613
catenin p120(ctn) protein|CTNND1,0.3386613
PROTEIN KINASE|PGR|PR@|PRH2|TMEM37|ERVK-7|ERVK-8|ERVK-10|ERVK-9|ERVK-21|ERVK-18|ERVK-25|ERVK-24|ERVK-19,0.0099900
P-Glycoprotein,0.3386613
Monocyte Chemoattractant Protein-1|CCL2,0.0279720
"FRAP1 protein, human|MTOR",0.0049950
Protein C Inhibitor,0.3386613
membrane-type 1 matrix metalloproteinase,0.3386613
Estrogen Receptor Status,0.0029970
calmodulin-dependent protein kinase II|CAMK2G,0.3386613
calmodulin-dependent protein kinase II|CAMK2G,0.0279720
"ESR1 protein, human|ESR1",0.3386613
Nuclease Sensitive Element Binding Protein 1,0.3386613
Heat-Shock Proteins 70|HSPA4,0.0279720
Serine Proteinase Inhibitors,0.3386613
C-Peptide,0.0279720
Heat-Shock Proteins 70|HSPA4,0.3386613
Protein Family,0.3386613
claudin 1 protein,0.0099900
Large Neutral Amino Acid-Transporter 1|SLC7A5,0.3386613
"EZH2 protein, human|EZH2",0.0009990
"CHEK2 protein, human|CHEK2",0.3386613
DNA Excision Repair Protein ERCC-5|ERCC5,0.3386613
"E2F1 protein, human|E2F1|UBE2L3",0.3386613
"PTGS2 protein, human|PTGS2",0.3386613
"PKN1 protein, human|PKN1",0.3386613
Mutant Proteins,0.3386613
apolipoprotein D,0.3386613
Polypeptides,0.3386613
N-Myc Downstream Regulated Protein 1|NDRG1,0.3386613
"CCND2 protein, human|CCND2",0.3386613
"Receptor Tyrosine-Protein Kinase ErbB-4, human|ERBB4",0.3386613
"TFF1 protein, human|TFF1",0.0089910
Elevated C-reactive protein,0.3386613
HMGB1 Protein,0.3386613
Homeobox Protein ARX,0.3386613
Matrix Metalloproteinase 3,0.0279720
Protein-Lysine 6-Oxidase,0.3386613
Insulin-Like Growth Factor Binding Protein 6|IGFBP6,0.3386613
Stat3 protein,0.0089910
"POSTN protein, human|POSTN",0.0279720
Complement System Proteins,0.0000000
Large Neutral Amino Acid-Transporter 1|SLC7A5,0.0279720
inhibitor-of-apoptosis protein,0.0189810
centromere protein F,0.3386613
Long Intergenic Non-Protein Coding RNA,0.0000000
"ANGPT1 protein, human|ANGPT1",0.0189810
ubiquitin-protein ligase,0.0189810
e protein,0.3386613
mitogen-activated protein kinase p38,0.0189810
"TNF protein, human|TNF",0.0029970
Protein Kinases,0.3386613
CCAAT-Enhancer-Binding Protein-beta,0.3386613
"CRK protein, human|CRK",0.3386613
HSP90 Heat-Shock Proteins,0.3386613
mitogen-activated protein kinase p38|CRK|MAPK14|MAPK1|AIMP2|GRAP2|AHSA1|POLDIP2,0.0279720
tau Proteins|PGR|PR@|PRH2|TMEM37|ERVK-7|ERVK-8|ERVK-10|ERVK-9|ERVK-21|ERVK-18|ERVK-25|ERVK-24|ERVK-19,0.3386613
"NAT1 protein, human|NAT1|EIF4G2|SLC6A2|SLC38A3|SLC38A6",0.3386613
low protein,0.3386613
"TRIP10 protein, human|TRIP10",0.3386613
"NOS3 protein, human|NOS3",0.0279720
peptide hormone,0.3386613
PROTEIN KINASE,0.0279720
"SOD2 protein, human|SOD2",0.0279720
spasmolytic polypeptide,0.3386613
Low-Density Lipoproteins,0.3386613
"TACC1 protein, human|TACC1",0.3386613
bone sialoprotein,0.0279720
betaIG-H3 protein|TGFBI,0.3386613
"Shc1 protein, mouse|SHC1",0.3386613
Selective Estrogen Receptor Modulators,0.0279720
PP5 protein-serine-threonine phosphatase,0.3386613
TRANCE protein|TNFSF11,0.3386613
Receptor Protein-Tyrosine Kinases,0.0099900
RGS Proteins|PITX2,0.3386613
Protein Overexpression,0.0099900
5'-AMP-activated protein kinase,0.3386613
mitogen-activated protein kinase 7,0.3386613
"ESR2 protein, human|ESR2",0.3386613
triplet codon-amino acid adaptor activity,0.0049950
"MFNG protein, human|MFNG",0.3386613
RBBP1L1 Protein|ARID4B,0.3386613
"NOS3 protein, human|NOS3",0.3386613
"NAT2 protein, human|NAT2",0.3386613
Insulin-Like Growth-Factor-Binding Proteins|PGR|PR@|PRH2|TMEM37|ERVK-7|ERVK-8|ERVK-10|ERVK-9|ERVK-21|ERVK-18|ERVK-25|ERVK-24|ERVK-19,0.3386613
Estrogen receptor negative,0.0109890
Insulin-Like Growth Factor Binding Protein 3,0.0279720
"TGFB1 protein, human|TGFB1",0.0099900
S100 Proteins|S100A1|S100B,0.3386613
"ESR1 protein, human|ESR1",0.0099900
"Ribosomal Protein S6 Kinases, 70-kDa|UBASH3B",0.3386613
Amyloid beta-Protein Precursor,0.3386613
alpha2HS glycoprotein,0.3386613
"VEGF protein, human|VEGFA",0.0009990
Estrogen Receptor alpha,0.0000000
G-T mismatch-binding protein|MSH6,0.0000000
"PHEMX protein, human|TSPAN32",0.3386613
Abnormal protein,0.3386613
"NRIP1 protein, human|NRIP1",0.3386613
Pancreatic Polypeptide,0.3386613
"MPP3 protein, human|MPP3",0.3386613
Heat-Shock Proteins 70,0.3386613
"T-Cell Surface Glycoprotein CD4, human|CD4",0.3386613
CDC2 Protein Kinase|CDK1,0.0000000
"AGR3 protein, human|AGR3",0.0089910
Stat3 protein,0.0039960
Heat shock proteins,0.3386613
"STK11 protein, human|STK11",0.3386613
multidrug resistance-associated protein 2,0.3386613
"CD9 protein, human|CD9",0.0279720
Pregnancy-Associated Plasma Protein-A,0.3386613
"BCAR3 protein, human|BCAR3",0.0109890
"DKK3 protein, human|DKK3",0.3386613
Matrix Metalloproteinase 13,0.3386613
"TNFSF13 protein, human|TNFSF13",0.0000000
"CTGF protein, human|CTGF",0.0189810
"TRIM25 protein, human|TRIM25",0.0189810
"ZFP36 protein, human|ZFP36",0.3386613
"IL5 protein, human|IL5",0.0089910
"TLR2 protein, human|TLR2",0.0089910
"membrane protein, SARS-CoV-2",0.0189810
Protein Isoforms|PGR|PR@|PRH2|TMEM37|ERVK-7|ERVK-8|ERVK-10|ERVK-9|ERVK-21|ERVK-18|ERVK-25|ERVK-24|ERVK-19,0.0029970
protein-tyrosine kinase c-src|SRC,0.0279720
neuropeptide Y|NPY,0.3386613
mdm2 protein|SLURP1,0.0279720
Cellular Retinoic Acid Binding Protein,0.3386613
placental protein 11|ENDOU,0.3386613
Nuclear Matrix-Associated Proteins,0.3386613
Neuropeptide Y Receptor,0.3386613
5-lipoxygenase-activating protein,0.3386613
Tissue-Inhibitor of Metalloproteinase-1|TIMP1,0.3386613
"LGALS3BP protein, human|LGALS3BP",0.3386613
LDL Cholesterol Lipoproteins,0.3386613
protein kinase C zeta,0.0279720
Membrane Proteins,0.0279720
Protein antigen,0.3386613
apolipoprotein E-2,0.3386613
Fatty Acid-Binding Proteins,0.3386613
copper-binding protein,0.3386613
Cyclic AMP-Responsive DNA-Binding Protein|CAMP,0.0279720
Insulin-Like Growth Factor Binding Protein 3|IGFBP3,0.3386613
"TERT protein, human|TERT",0.0029970
Proteins,0.0029970
apolipoprotein E-4,0.3386613
Phosphatidylethanolamine Binding Protein|ZHX2,0.3386613
Protein Expression,0.0279720
Estrogen Receptor Status,0.0279720
PROTEIN KINASE|PGR|PR@|PRH2|TMEM37|ERVK-7|ERVK-8|ERVK-10|ERVK-9|ERVK-21|ERVK-18|ERVK-25|ERVK-24|ERVK-19,0.3386613
Peptide YY,0.3386613
"PIK3CA protein, human|PIK3CA",0.3386613
"FBXW7 protein, human|FBXW7",0.3386613
protein kinase C nu|DIO3,0.3386613
B lymphocyte-induced maturation protein 1|PGR|PR@|PRH2|TMEM37|ERVK-7|ERVK-8|ERVK-10|ERVK-9|ERVK-21|ERVK-18|ERVK-25|ERVK-24|ERVK-19,0.3386613
Matrix Metalloproteinase 9,0.0109890
Stat3 protein,0.0189810
Beta protein,0.0189810
"SLC6A2 protein, human|SLC6A2",0.0189810
Hemeproteins,0.3386613
"GAS41 protein, human|YEATS4",0.3386613
"PPARGC1B protein, human|PPARGC1B",0.3386613
Matrix Metalloproteinase 9,0.0279720
"IL5 protein, human|IL5",0.3386613
"WWTR1 protein, human|WWTR1",0.0189810
"CD69 protein, human|CD69",0.0109890
Stat3 protein,0.3386613
Cyclin-Dependent Kinase Inhibitor Proteins,0.0189810
Stat3 protein,0.0029970
Protein Phosphatase 2A,0.0189810
"TFF3 protein, human|TFF3",0.0279720
"BMI1 protein, human|BMI1",0.3386613
"SDC1 protein, human|SDC1",0.0109890
Heat-Shock Proteins 70,0.0279720
"TRIM25 protein, human|TRIM25",0.0089910
"GTP-Binding Nuclear Protein Ran, Human",0.3386613
Polypeptides,0.0189810
FAC1 protein|PDC,0.3386613
"PON2 protein, human|PON2",0.0189810
Estrogen Receptor alpha,0.0029970
Very low density lipoprotein,0.3386613
"NEK9 protein, human|NEK9",0.3386613
Apoptosis Inhibiting Proteins,0.0189810
Peptides,0.0000000
"IL7 protein, human|IL7",0.0089910
CDC2 Protein Kinase,0.3386613
BCSC-1 Protein|VWA5A,0.0000000
"PIK3CB protein, human|PIK3CB",0.0189810
paired basic amino acid cleaving enzyme,0.3386613
"BSG protein, human|BSG",0.3386613
Low-Density Lipoproteins,0.0189810
Estrogen Receptors,0.0009990
"MCL1 protein, human|MCL1",0.3386613
Protein Isoforms|PGR|PR@|PRH2|TMEM37|ERVK-7|ERVK-8|ERVK-10|ERVK-9|ERVK-21|ERVK-18|ERVK-25|ERVK-24|ERVK-19,0.0099900
CCAAT-Enhancer-Binding Proteins|EBP,0.3386613
Vegetable Proteins,0.3386613
Serine Proteinase Inhibitors,0.0109890
Complement System Proteins,0.3386613
Estrogen Receptors|EREG|ESR1,0.0279720
PROTEIN INTAKE,0.3386613
parathyroid hormone-related protein|PTHLH,0.0279720
"PRSS8 protein, human|PRSS8",0.0099900
Protein Tyrosine Kinase,0.3386613
ubiquitin-protein ligase,0.3386613
"FOLR1 protein, human|FOLR1",0.3386613
Glial Fibrillary Acidic Protein,0.3386613
Tumor proteins,0.3386613
Heat shock proteins,0.0279720
"CTTN protein, human|CTTN",0.3386613
Mitogen-Activated Protein Kinase 13|MAPK13,0.3386613
"Ribosomal Protein S6 Kinases, 70-kDa",0.3386613
"PER2 protein, mammalian|PGR|PR@|PRH2|TMEM37|ERVK-7|ERVK-8|ERVK-10|ERVK-9|ERVK-21|ERVK-18|ERVK-25|ERVK-24|ERVK-19",0.3386613
peptide T amide,0.3386613
"HDAC5 protein, human|HDAC5",0.3386613
hepatitis B virus X protein,0.3386613
parathyroid hormone-related protein|PTHLH,0.3386613
"UBD protein, human|UBD",0.3386613
Sterol Regulatory Element Binding Protein 2,0.3386613
Fusion Protein,0.0279720
protein kinase D,0.0099900
"CHEK1 protein, human|CHEK1",0.0279720
Estrogen Receptor beta|ESR2,0.0029970
"SBEM protein, human|MUCL1",0.3386613
CCAAT-Enhancer-Binding Protein-delta,0.3386613
oncoprotein p21|CDKN1A|SLC12A9,0.3386613
ubiquitin-protein ligase,0.0279720
HMGN2 Protein,0.3386613
CDK6-associated protein p18,0.0279720
"TSLP protein, human|TSLP",0.3386613
"KISS1R protein, human|KISS1R",0.0189810
tumor protein D52|TPD52,0.3386613
Apolipoprotein E|APOE,0.0279720
HER2/Neu Positive,0.0089910
