PREDICATE,SUBJECT_NAME,OBJECT_NAME,cause_category,factuality_score,Factuality_Score,Cancer_Type
PREDISPOSES,SMURF1,Breast cancer metastatic,Other,0.0,0.0279720279720279,Female Breast Cancer
PREDISPOSES,Metabolic Diseases,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
CAUSES,"DNA, Mitochondrial",Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,polyphenols,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Obesity,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Etodolac,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AUGMENTS,MST1R gene|MST1R,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Lactation,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Interleukin-6,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Estrogen Receptors,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Well in self,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
CAUSES,Human Papillomavirus,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
DISRUPTS,1-Phosphatidylinositol 3-Kinase,Malignant neoplasm of breast,Hormonal Factors,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Androgens,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AUGMENTS,TARBP2,Breast Carcinoma,Other,0.0,0.0279720279720279,Female Breast Cancer
PREDISPOSES,Tobacco smoke,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Annexin A2,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,RAD51,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
CAUSES,BCL9 gene|BCL9,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387,Female Breast Cancer
CAUSES,Genes,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,GATA3,Breast Carcinoma,Other,0.0,0.0279720279720279,Female Breast Cancer
PREDISPOSES,CHEK2 gene|CHEK2,Carcinoma of Male Breast,Genetic Factors,0.0,0.0049950049950049,Male Breast Cancer
PREDISPOSES,beta-cryptoxanthin,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,response,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Physical activity,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Signal Pathways,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AUGMENTS,TARBP2,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,SELENOP,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,polyphenols,Breast cancer recurrent,Other,0.0,0.0049950049950049,Recurrent Breast Cancer
PREDISPOSES,Weight Gain,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,pleiotropism,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
CAUSES,Enhancer,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Estrogens,Malignant neoplasm of breast,Hormonal Factors,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,GATA3,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Prognostic Factor,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Monocyte Chemoattractant Protein-1|CCL2,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Complication,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,kahweol,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
DISRUPTS,INPP5J,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,heparanase,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Fitness,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
CAUSES,Progestins,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,PTGS2 gene|PTGS2,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387,Female Breast Cancer
AUGMENTS,Nitrogen,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,GLTSCR2 gene|NOP53,"Carcinoma, Ductal, Breast",Genetic Factors,0.0,0.0029970029970029,Female Breast Cancer
PREDISPOSES,RNA,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,"Polymorphism, Genetic",Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Malignant Neoplasms,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
CAUSES,Estrogens,Malignant neoplasm of breast,Hormonal Factors,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Ethanol,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
CAUSES,ERBB2 gene|ERBB2,Breast cancer invasive NOS,Genetic Factors,0.0,0.0099900099900099,Female Breast Cancer
CAUSES,TP53 gene|TP53,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Endocrine therapy,Noninfiltrating Intraductal Carcinoma,Other,0.0,0.0109890109890109,Female Breast Cancer
PREDISPOSES,BRCA2 gene|BRCA2,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Base Excision Repair,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
CAUSES,Tumor Suppressor Genes,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Angiogenesis Inhibitors,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Adiponectin,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,CENPN,Breast cancer recurrent,Other,0.0,0.0049950049950049,Recurrent Breast Cancer
PREDISPOSES,Reproductive History,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Menopausal Status,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AUGMENTS,KISS1R,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,ABCB1 gene|ABCB1,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Regular exercise,Malignant neoplasm of breast,Behavioral Factors,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Antisense RNA,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Progesterone,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,ZNF410,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Diabetes,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Total cholesterol,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Nuts,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Therapeutic procedure,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,CHEK2 gene|CHEK2,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387,Female Breast Cancer
CAUSES,Estrogen Receptor alpha,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Psychosocial problem,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Red meat,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Lesion,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Genes,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387,Female Breast Cancer
DISRUPTS,Single Nucleotide Polymorphism,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AUGMENTS,Hypothalamic inhibiting factor,Breast cancer metastatic,Other,0.0,0.0279720279720279,Female Breast Cancer
AUGMENTS,DNM1 gene|DNM1,Breast cancer invasive NOS,Genetic Factors,0.0,0.0099900099900099,Female Breast Cancer
PREDISPOSES,Heterocyclic Amines,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Cyclin E,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Primigravida,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,BRCA1 gene|BRCA1,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387,Female Breast Cancer
DISRUPTS,Phosphotransferases,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
CAUSES,Stromal Cell-Derived Factor 1,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Pharmacotherapy,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Enzymes,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Vitamin D,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Behavior,Malignant neoplasm of breast,Behavioral Factors,0.0,0.3386613386613387,Female Breast Cancer
DISRUPTS,Isoflavones,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Taxotere,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
CAUSES,ERBB2 gene|ERBB2,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387,Female Breast Cancer
CAUSES,S100A7,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
DISRUPTS,Calcium,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
CAUSES,BRCA2 gene|BRCA2,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Antioxidants,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,educational intervention,Malignant neoplasm of breast,Educational Factors,0.0,0.3386613386613387,Female Breast Cancer
CAUSES,anthracene,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,"Receptors, Opioid, delta",Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Amino Acyl-tRNA Synthetases|TRNA,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
CAUSES,Antibodies,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
DISRUPTS,AKR1C3,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,PGR gene|PGR,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Radial scar,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,TRANSCRIPTION FACTOR,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,methyl 4-azidophenylacetimidate,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Methionine,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Catechol O-Methyltransferase,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,TLR3 gene|TLR3,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Vascular Endothelial Growth Factor Receptor-1,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,dihydroxyacetone sulfate,Breast cancer metastatic,Other,0.0,0.0279720279720279,Female Breast Cancer
AFFECTS,Estradiol,Breast cancer metastatic,Other,0.0,0.0279720279720279,Female Breast Cancer
AFFECTS,Tamoxifen,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Apoptosis,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Taxanes,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,fulvestrant,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AUGMENTS,BSG,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Thromboembolic event,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,CXCR4 gene|CXCR4,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387,Female Breast Cancer
DISRUPTS,"Alpha-MMC protein, Momordica charantia",Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
CAUSES,Ovarian Serous Adenocarcinoma,Breast Carcinoma,Other,0.0,0.0279720279720279,Female Breast Cancer
CAUSES,EGFR gene|EGFR,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Neoplasm,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AUGMENTS,Aryl Hydrocarbon Receptor|AHR,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
CAUSES,HRH4 gene|HRH4,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,6-sulfatoxymelatonin,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Medroxyprogesterone 17-Acetate,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
CAUSES,Methylnitrosourea,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Carrier of disorder,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,"Fatty Acids, Omega-6",Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Not significant,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
DISRUPTS,Citrate,Breast Carcinoma,Other,0.0,0.0279720279720279,Female Breast Cancer
DISRUPTS,RASAL2,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Genistein,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,"Estrogens, Synthetic",Malignant neoplasm of breast,Hormonal Factors,0.0,0.3386613386613387,Female Breast Cancer
CAUSES,"9,10-Dimethyl-1,2-benzanthracene",Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,CDKN1A gene|CDKN1A,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Bilateral salpingectomy with oophorectomy,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Arginine,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Drug resistance,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Wine,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Menopause,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Alcohol consumption,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Endocrine therapy,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Meat,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Smoking,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,sulfuretin,Breast cancer metastatic,Other,0.0,0.0279720279720279,Female Breast Cancer
AFFECTS,Proto-Oncogenes,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Disease,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Gene Expression,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387,Female Breast Cancer
CAUSES,FGF10 gene|FGF10,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Methyltransferase,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AUGMENTS,HSF1,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
CAUSES,Iodine,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Genes,Breast cancer metastatic,Genetic Factors,0.0,0.0279720279720279,Female Breast Cancer
AFFECTS,Protein Expression,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Polyunsaturated Fatty Acids,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
DISRUPTS,Clusterin,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Cytokine Gene,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387,Female Breast Cancer
AUGMENTS,PRKACA gene|PRKACA,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387,Female Breast Cancer
AUGMENTS,Dietary Fats,Malignant neoplasm of breast,Behavioral Factors,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Eosinophilia,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Insulin Resistance,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AUGMENTS,Proto-Oncogenes,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Genes,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387,Female Breast Cancer
AUGMENTS,MAD2L2,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,"Drugs, Investigational",Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AUGMENTS,Urokinase,Breast cancer metastatic,Other,0.0,0.0279720279720279,Female Breast Cancer
CAUSES,Neoplasm Metastasis,Breast Carcinoma,Other,0.0,0.0279720279720279,Female Breast Cancer
AUGMENTS,erbB-2 Receptor|ERBB2,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,gamma-tocotrienol,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,TERT gene|TERT,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,EGFR gene|EGFR,Breast cancer metastatic,Genetic Factors,0.0,0.0279720279720279,Female Breast Cancer
AFFECTS,Oxidative Stress,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Solvents,Breast cancer invasive NOS,Other,0.0,0.0099900099900099,Female Breast Cancer
PREDISPOSES,palm oil,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,CHEK2 gene|CHEK2,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Tongue feature,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Blueberries,Inflammatory Breast Carcinoma,Other,0.0,0.0009990009990009,Female Breast Cancer
AFFECTS,ITK gene|ITK,Breast cancer metastatic,Genetic Factors,0.0,0.0279720279720279,Female Breast Cancer
AFFECTS,inhibitors,Breast cancer metastatic,Other,0.0,0.0279720279720279,Female Breast Cancer
AFFECTS,Insulin-Like Growth Factor I,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,protein tyrosine phosphatase 1B,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Triclosan,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Threonine,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Estrogen Receptor alpha,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Medical History,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Progestins,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,CLOCK gene|CLOCK,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387,Female Breast Cancer
CAUSES,Insulin-Like Growth Factor Binding Protein 3,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,CA-15-3 Antigen,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Estrogen Receptors,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
DISRUPTS,MicroRNAs,Breast cancer metastatic,Other,0.0,0.0279720279720279,Female Breast Cancer
AFFECTS,Genomic Stability,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Methylation,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,MicroRNAs,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,ERBB2 gene|ERBB2,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387,Female Breast Cancer
CAUSES,Doxorubicin,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,bevacizumab,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
PREDISPOSES,Prior Therapy,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,Medical Imaging,Malignant neoplasm of breast,Other,0.0,0.3386613386613387,Female Breast Cancer
AFFECTS,ATM Gene Mutation,Malignant neoplasm of breast,Genetic Factors,0.0,0.3386613386613387,Female Breast Cancer
