PREDICATE,SUBJECT_NAME,OBJECT_NAME,Factuality_Score,Cancer_Type,Category
AFFECTS,pleiotropism,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
CAUSES,Enhancer,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Estrogens,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hormone
AFFECTS,GATA3,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Prognostic Factor,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,Monocyte Chemoattractant Protein-1|CCL2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein"
PREDISPOSES,Complication,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope"
AFFECTS,kahweol,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
DISRUPTS,INPP5J,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,heparanase,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Fitness,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
CAUSES,Progestins,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,PTGS2 gene|PTGS2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
AUGMENTS,Nitrogen,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,GLTSCR2 gene|NOP53,"Carcinoma, Ductal, Breast",0.0029970029970029,Female Breast Cancer,Gene or Genome
PREDISPOSES,RNA,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide"
AFFECTS,"Polymorphism, Genetic",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
AFFECTS,Malignant Neoplasms,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Neoplastic Process
CAUSES,Estrogens,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hormone
PREDISPOSES,Ethanol,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
CAUSES,ERBB2 gene|ERBB2,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Gene or Genome
CAUSES,TP53 gene|TP53,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
AFFECTS,Endocrine therapy,Noninfiltrating Intraductal Carcinoma,0.0109890109890109,Female Breast Cancer,Hormone
PREDISPOSES,BRCA2 gene|BRCA2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
AFFECTS,Base Excision Repair,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope"
CAUSES,Tumor Suppressor Genes,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
AFFECTS,Angiogenesis Inhibitors,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
AFFECTS,Adiponectin,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,CENPN,Breast cancer recurrent,0.0049950049950049,Recurrent Breast Cancer,Other
PREDISPOSES,Reproductive History,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Menopausal Status,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AUGMENTS,KISS1R,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,ABCB1 gene|ABCB1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
PREDISPOSES,Regular exercise,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Antisense RNA,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide"
AFFECTS,Progesterone,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hormone
PREDISPOSES,ZNF410,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Diabetes,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Total cholesterol,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Lipid
PREDISPOSES,Nuts,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,Therapeutic procedure,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,CHEK2 gene|CHEK2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
CAUSES,Estrogen Receptor alpha,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein"
AFFECTS,Psychosocial problem,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Red meat,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Lesion,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope"
AFFECTS,Genes,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
DISRUPTS,Single Nucleotide Polymorphism,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide"
AUGMENTS,Hypothalamic inhibiting factor,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Other
AUGMENTS,DNM1 gene|DNM1,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Gene or Genome
PREDISPOSES,Heterocyclic Amines,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,Cyclin E,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Primigravida,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,BRCA1 gene|BRCA1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
DISRUPTS,Phosphotransferases,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
CAUSES,Stromal Cell-Derived Factor 1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,Pharmacotherapy,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,Enzymes,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Enzyme
PREDISPOSES,Vitamin D,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Food
PREDISPOSES,Behavior,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
DISRUPTS,Isoflavones,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,Taxotere,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
CAUSES,ERBB2 gene|ERBB2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
CAUSES,S100A7,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
DISRUPTS,Calcium,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
CAUSES,BRCA2 gene|BRCA2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
PREDISPOSES,Antioxidants,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,educational intervention,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope"
CAUSES,anthracene,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,"Receptors, Opioid, delta",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Amino Acyl-tRNA Synthetases|TRNA,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide"
CAUSES,Antibodies,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
DISRUPTS,AKR1C3,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,PGR gene|PGR,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
PREDISPOSES,Radial scar,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,TRANSCRIPTION FACTOR,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope"
PREDISPOSES,methyl 4-azidophenylacetimidate,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Methionine,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope"
PREDISPOSES,Catechol O-Methyltransferase,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,TLR3 gene|TLR3,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
PREDISPOSES,Vascular Endothelial Growth Factor Receptor-1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Biologically Active Substance
AFFECTS,dihydroxyacetone sulfate,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Other
AFFECTS,Estradiol,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Other
AFFECTS,Tamoxifen,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Pharmacologic Substance
AFFECTS,Apoptosis,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,Taxanes,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,fulvestrant,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AUGMENTS,BSG,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,Thromboembolic event,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Phenomenon or Process
AFFECTS,CXCR4 gene|CXCR4,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
DISRUPTS,"Alpha-MMC protein, Momordica charantia",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein"
CAUSES,Ovarian Serous Adenocarcinoma,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Neoplastic Process
CAUSES,EGFR gene|EGFR,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
AFFECTS,Neoplasm,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AUGMENTS,Aryl Hydrocarbon Receptor|AHR,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope"
CAUSES,HRH4 gene|HRH4,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
PREDISPOSES,6-sulfatoxymelatonin,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Medroxyprogesterone 17-Acetate,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hormone
CAUSES,Methylnitrosourea,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Carrier of disorder,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Disease or Syndrome
PREDISPOSES,"Fatty Acids, Omega-6",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Chemical
PREDISPOSES,Not significant,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
DISRUPTS,Citrate,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Other
DISRUPTS,RASAL2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Genistein,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,"Estrogens, Synthetic",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hormone
CAUSES,"9,10-Dimethyl-1,2-benzanthracene",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,CDKN1A gene|CDKN1A,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
AFFECTS,Bilateral salpingectomy with oophorectomy,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Arginine,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,Drug resistance,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Pharmacologic Substance
PREDISPOSES,Wine,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,Menopause,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Alcohol consumption,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope"
AFFECTS,Endocrine therapy,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hormone
PREDISPOSES,Meat,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Smoking,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,sulfuretin,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Other
AFFECTS,Proto-Oncogenes,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
AFFECTS,Disease,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Disease or Syndrome
AFFECTS,Gene Expression,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
CAUSES,FGF10 gene|FGF10,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
AFFECTS,Methyltransferase,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AUGMENTS,HSF1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
CAUSES,Iodine,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,Genes,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Gene or Genome
AFFECTS,Protein Expression,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein"
AFFECTS,Polyunsaturated Fatty Acids,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Chemical
DISRUPTS,Clusterin,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Cytokine Gene,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
AUGMENTS,PRKACA gene|PRKACA,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
AUGMENTS,Dietary Fats,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Eosinophilia,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Insulin Resistance,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AUGMENTS,Proto-Oncogenes,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
PREDISPOSES,Genes,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
AUGMENTS,MAD2L2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,"Drugs, Investigational",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Pharmacologic Substance
AUGMENTS,Urokinase,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Other
CAUSES,Neoplasm Metastasis,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Neoplastic Process
AUGMENTS,erbB-2 Receptor|ERBB2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,gamma-tocotrienol,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,TERT gene|TERT,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
AFFECTS,EGFR gene|EGFR,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Gene or Genome
AFFECTS,Oxidative Stress,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,Solvents,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Chemical
PREDISPOSES,palm oil,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,CHEK2 gene|CHEK2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
PREDISPOSES,Tongue feature,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,Blueberries,Inflammatory Breast Carcinoma,0.0009990009990009,Female Breast Cancer,Other
AFFECTS,ITK gene|ITK,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Gene or Genome
AFFECTS,inhibitors,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Other
AFFECTS,Insulin-Like Growth Factor I,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Biologically Active Substance
PREDISPOSES,protein tyrosine phosphatase 1B,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein"
PREDISPOSES,Triclosan,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Threonine,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Estrogen Receptor alpha,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein"
PREDISPOSES,Medical History,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Progestins,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,CLOCK gene|CLOCK,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
CAUSES,Insulin-Like Growth Factor Binding Protein 3,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein"
PREDISPOSES,CA-15-3 Antigen,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Immunologic Factor
AFFECTS,Estrogen Receptors,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein"
DISRUPTS,MicroRNAs,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide"
AFFECTS,Genomic Stability,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,Methylation,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope"
PREDISPOSES,MicroRNAs,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide"
PREDISPOSES,ERBB2 gene|ERBB2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
CAUSES,Doxorubicin,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,bevacizumab,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
PREDISPOSES,Prior Therapy,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,Medical Imaging,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,ATM Gene Mutation,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
PREDISPOSES,inner centromere protein|INCENP,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein"
DISRUPTS,MIRN132 gene|MIR132,Noninfiltrating Intraductal Carcinoma,0.0109890109890109,Female Breast Cancer,Gene or Genome
AFFECTS,Tumorigenesis,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome
AFFECTS,Xenograft procedure,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
AFFECTS,Ginkgo biloba extract,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other
