PREDICATE,SUBJECT_NAME,OBJECT_NAME,Factuality_Score,Cancer_Type,Category,text
CAUSES,Hormones,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hormone,Hormones Malignant neoplasm of breast
AFFECTS,Vitamin D,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Food,Vitamin D Malignant neoplasm of breast
PREDISPOSES,Estrogen Receptor Status,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Estrogen Receptor Status Malignant neoplasm of breast
AFFECTS,Carcinogens,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hazardous or Poisonous Substance,Carcinogens Malignant neoplasm of breast
PREDISPOSES,Hormone replacement therapy,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hormone,Hormone replacement therapy Malignant neoplasm of breast
CAUSES,Insulin-Like-Growth Factor I Receptor,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Biologically Active Substance,Insulin-Like-Growth Factor I Receptor Malignant neoplasm of breast
PREDISPOSES,Metabolic Diseases,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Disease or Syndrome,Metabolic Diseases Malignant neoplasm of breast
CAUSES,"DNA, Mitochondrial",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide","DNA, Mitochondrial Malignant neoplasm of breast"
AUGMENTS,MST1R gene|MST1R,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,MST1R gene|MST1R Malignant neoplasm of breast
AFFECTS,Lactation,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Lactation Malignant neoplasm of breast
PREDISPOSES,Estrogen Receptors,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Estrogen Receptors Malignant neoplasm of breast
CAUSES,Human Papillomavirus,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Virus,Human Papillomavirus Malignant neoplasm of breast
CAUSES,BCL9 gene|BCL9,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,BCL9 gene|BCL9 Malignant neoplasm of breast
CAUSES,Genes,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,Genes Malignant neoplasm of breast
PREDISPOSES,CHEK2 gene|CHEK2,Carcinoma of Male Breast,0.0049950049950049,Male Breast Cancer,Gene or Genome,CHEK2 gene|CHEK2 Carcinoma of Male Breast
PREDISPOSES,Estrogens,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hormone,Estrogens Malignant neoplasm of breast
AFFECTS,Monocyte Chemoattractant Protein-1|CCL2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Monocyte Chemoattractant Protein-1|CCL2 Malignant neoplasm of breast
PREDISPOSES,Complication,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Complication Malignant neoplasm of breast
PREDISPOSES,PTGS2 gene|PTGS2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,PTGS2 gene|PTGS2 Malignant neoplasm of breast
AFFECTS,GLTSCR2 gene|NOP53,"Carcinoma, Ductal, Breast",0.0029970029970029,Female Breast Cancer,Gene or Genome,"GLTSCR2 gene|NOP53 Carcinoma, Ductal, Breast"
PREDISPOSES,RNA,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide",RNA Malignant neoplasm of breast
AFFECTS,"Polymorphism, Genetic",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,"Polymorphism, Genetic Malignant neoplasm of breast"
AFFECTS,Malignant Neoplasms,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Neoplastic Process,Malignant Neoplasms Malignant neoplasm of breast
CAUSES,Estrogens,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hormone,Estrogens Malignant neoplasm of breast
CAUSES,ERBB2 gene|ERBB2,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Gene or Genome,ERBB2 gene|ERBB2 Breast cancer invasive NOS
CAUSES,TP53 gene|TP53,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,TP53 gene|TP53 Malignant neoplasm of breast
AFFECTS,Endocrine therapy,Noninfiltrating Intraductal Carcinoma,0.0109890109890109,Female Breast Cancer,Hormone,Endocrine therapy Noninfiltrating Intraductal Carcinoma
PREDISPOSES,BRCA2 gene|BRCA2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,BRCA2 gene|BRCA2 Malignant neoplasm of breast
AFFECTS,Base Excision Repair,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Base Excision Repair Malignant neoplasm of breast
CAUSES,Tumor Suppressor Genes,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,Tumor Suppressor Genes Malignant neoplasm of breast
AFFECTS,Angiogenesis Inhibitors,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,Angiogenesis Inhibitors Malignant neoplasm of breast
AFFECTS,ABCB1 gene|ABCB1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,ABCB1 gene|ABCB1 Malignant neoplasm of breast
PREDISPOSES,Antisense RNA,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide",Antisense RNA Malignant neoplasm of breast
AFFECTS,Progesterone,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hormone,Progesterone Malignant neoplasm of breast
PREDISPOSES,Total cholesterol,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Lipid,Total cholesterol Malignant neoplasm of breast
AFFECTS,CHEK2 gene|CHEK2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,CHEK2 gene|CHEK2 Malignant neoplasm of breast
CAUSES,Estrogen Receptor alpha,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Estrogen Receptor alpha Malignant neoplasm of breast
PREDISPOSES,Lesion,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Lesion Malignant neoplasm of breast
AFFECTS,Genes,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,Genes Malignant neoplasm of breast
DISRUPTS,Single Nucleotide Polymorphism,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide",Single Nucleotide Polymorphism Malignant neoplasm of breast
AUGMENTS,DNM1 gene|DNM1,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Gene or Genome,DNM1 gene|DNM1 Breast cancer invasive NOS
PREDISPOSES,BRCA1 gene|BRCA1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,BRCA1 gene|BRCA1 Malignant neoplasm of breast
AFFECTS,Enzymes,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Enzyme,Enzymes Malignant neoplasm of breast
PREDISPOSES,Vitamin D,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Food,Vitamin D Malignant neoplasm of breast
CAUSES,ERBB2 gene|ERBB2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,ERBB2 gene|ERBB2 Malignant neoplasm of breast
CAUSES,BRCA2 gene|BRCA2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,BRCA2 gene|BRCA2 Malignant neoplasm of breast
AFFECTS,educational intervention,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",educational intervention Malignant neoplasm of breast
PREDISPOSES,Amino Acyl-tRNA Synthetases|TRNA,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide",Amino Acyl-tRNA Synthetases|TRNA Malignant neoplasm of breast
PREDISPOSES,PGR gene|PGR,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,PGR gene|PGR Malignant neoplasm of breast
AFFECTS,TRANSCRIPTION FACTOR,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",TRANSCRIPTION FACTOR Malignant neoplasm of breast
PREDISPOSES,Methionine,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Methionine Malignant neoplasm of breast
AFFECTS,TLR3 gene|TLR3,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,TLR3 gene|TLR3 Malignant neoplasm of breast
PREDISPOSES,Vascular Endothelial Growth Factor Receptor-1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Biologically Active Substance,Vascular Endothelial Growth Factor Receptor-1 Malignant neoplasm of breast
AFFECTS,Tamoxifen,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Pharmacologic Substance,Tamoxifen Malignant neoplasm of breast
AFFECTS,Thromboembolic event,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Phenomenon or Process,Thromboembolic event Malignant neoplasm of breast
AFFECTS,CXCR4 gene|CXCR4,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,CXCR4 gene|CXCR4 Malignant neoplasm of breast
DISRUPTS,"Alpha-MMC protein, Momordica charantia",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein","Alpha-MMC protein, Momordica charantia Malignant neoplasm of breast"
CAUSES,Ovarian Serous Adenocarcinoma,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Neoplastic Process,Ovarian Serous Adenocarcinoma Breast Carcinoma
CAUSES,EGFR gene|EGFR,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,EGFR gene|EGFR Malignant neoplasm of breast
AUGMENTS,Aryl Hydrocarbon Receptor|AHR,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Aryl Hydrocarbon Receptor|AHR Malignant neoplasm of breast
CAUSES,HRH4 gene|HRH4,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,HRH4 gene|HRH4 Malignant neoplasm of breast
PREDISPOSES,Medroxyprogesterone 17-Acetate,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hormone,Medroxyprogesterone 17-Acetate Malignant neoplasm of breast
PREDISPOSES,Carrier of disorder,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Disease or Syndrome,Carrier of disorder Malignant neoplasm of breast
PREDISPOSES,"Fatty Acids, Omega-6",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Chemical,"Fatty Acids, Omega-6 Malignant neoplasm of breast"
AFFECTS,"Estrogens, Synthetic",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hormone,"Estrogens, Synthetic Malignant neoplasm of breast"
PREDISPOSES,CDKN1A gene|CDKN1A,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,CDKN1A gene|CDKN1A Malignant neoplasm of breast
AFFECTS,Drug resistance,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Pharmacologic Substance,Drug resistance Malignant neoplasm of breast
PREDISPOSES,Alcohol consumption,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Alcohol consumption Malignant neoplasm of breast
AFFECTS,Endocrine therapy,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hormone,Endocrine therapy Malignant neoplasm of breast
AFFECTS,Proto-Oncogenes,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,Proto-Oncogenes Malignant neoplasm of breast
AFFECTS,Disease,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Disease or Syndrome,Disease Malignant neoplasm of breast
AFFECTS,Gene Expression,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,Gene Expression Malignant neoplasm of breast
CAUSES,FGF10 gene|FGF10,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,FGF10 gene|FGF10 Malignant neoplasm of breast
AFFECTS,Genes,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Gene or Genome,Genes Breast cancer metastatic
AFFECTS,Protein Expression,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Protein Expression Malignant neoplasm of breast
AFFECTS,Polyunsaturated Fatty Acids,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Chemical,Polyunsaturated Fatty Acids Malignant neoplasm of breast
PREDISPOSES,Cytokine Gene,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,Cytokine Gene Malignant neoplasm of breast
AUGMENTS,PRKACA gene|PRKACA,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,PRKACA gene|PRKACA Malignant neoplasm of breast
AUGMENTS,Proto-Oncogenes,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,Proto-Oncogenes Malignant neoplasm of breast
PREDISPOSES,Genes,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,Genes Malignant neoplasm of breast
AFFECTS,"Drugs, Investigational",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Pharmacologic Substance,"Drugs, Investigational Malignant neoplasm of breast"
CAUSES,Neoplasm Metastasis,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Neoplastic Process,Neoplasm Metastasis Breast Carcinoma
PREDISPOSES,TERT gene|TERT,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,TERT gene|TERT Malignant neoplasm of breast
AFFECTS,EGFR gene|EGFR,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Gene or Genome,EGFR gene|EGFR Breast cancer metastatic
AFFECTS,Solvents,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Chemical,Solvents Breast cancer invasive NOS
PREDISPOSES,CHEK2 gene|CHEK2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,CHEK2 gene|CHEK2 Malignant neoplasm of breast
AFFECTS,ITK gene|ITK,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Gene or Genome,ITK gene|ITK Breast cancer metastatic
AFFECTS,Insulin-Like Growth Factor I,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Biologically Active Substance,Insulin-Like Growth Factor I Malignant neoplasm of breast
PREDISPOSES,protein tyrosine phosphatase 1B,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",protein tyrosine phosphatase 1B Malignant neoplasm of breast
PREDISPOSES,Estrogen Receptor alpha,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Estrogen Receptor alpha Malignant neoplasm of breast
AFFECTS,CLOCK gene|CLOCK,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,CLOCK gene|CLOCK Malignant neoplasm of breast
CAUSES,Insulin-Like Growth Factor Binding Protein 3,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Insulin-Like Growth Factor Binding Protein 3 Malignant neoplasm of breast
PREDISPOSES,CA-15-3 Antigen,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Immunologic Factor,CA-15-3 Antigen Malignant neoplasm of breast
AFFECTS,Estrogen Receptors,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Estrogen Receptors Malignant neoplasm of breast
DISRUPTS,MicroRNAs,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide",MicroRNAs Breast cancer metastatic
AFFECTS,Methylation,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Methylation Malignant neoplasm of breast
PREDISPOSES,MicroRNAs,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide",MicroRNAs Malignant neoplasm of breast
PREDISPOSES,ERBB2 gene|ERBB2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,ERBB2 gene|ERBB2 Malignant neoplasm of breast
AFFECTS,ATM Gene Mutation,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,ATM Gene Mutation Malignant neoplasm of breast
PREDISPOSES,inner centromere protein|INCENP,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",inner centromere protein|INCENP Malignant neoplasm of breast
DISRUPTS,MIRN132 gene|MIR132,Noninfiltrating Intraductal Carcinoma,0.0109890109890109,Female Breast Cancer,Gene or Genome,MIRN132 gene|MIR132 Noninfiltrating Intraductal Carcinoma
AFFECTS,Tumorigenesis,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,Tumorigenesis Malignant neoplasm of breast
PREDISPOSES,CCNB1 gene|CCNB1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,CCNB1 gene|CCNB1 Malignant neoplasm of breast
AFFECTS,Germ-Line Mutation,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Germ-Line Mutation Malignant neoplasm of breast
PREDISPOSES,Adverse reactions,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Adverse reactions Malignant neoplasm of breast
PREDISPOSES,Epidermal Growth Factor Receptor|EGFR,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Biologically Active Substance,Epidermal Growth Factor Receptor|EGFR Malignant neoplasm of breast
PREDISPOSES,Sex Hormone-Binding Globulin,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hormone,Sex Hormone-Binding Globulin Malignant neoplasm of breast
PREDISPOSES,Testosterone,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hormone,Testosterone Malignant neoplasm of breast
AUGMENTS,c-myc Genes|MYC,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,c-myc Genes|MYC Malignant neoplasm of breast
PREDISPOSES,BARD1 gene|BARD1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,BARD1 gene|BARD1 Malignant neoplasm of breast
AFFECTS,ERBB3 gene|ERBB3,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,ERBB3 gene|ERBB3 Malignant neoplasm of breast
AFFECTS,Somatic mutation,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Somatic mutation Malignant neoplasm of breast
AFFECTS,Pharmaceutical Preparations,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Pharmacologic Substance,Pharmaceutical Preparations Malignant neoplasm of breast
PREDISPOSES,Klinefelter's Syndrome,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Disease or Syndrome,Klinefelter's Syndrome Malignant neoplasm of breast
AFFECTS,"Translation, Genetic",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,"Translation, Genetic Malignant neoplasm of breast"
AUGMENTS,Estrogens,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Hormone,Estrogens Breast Carcinoma
PREDISPOSES,Insulin-Like Growth Factor Binding Protein 3,Noninfiltrating Intraductal Carcinoma,0.0109890109890109,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Insulin-Like Growth Factor Binding Protein 3 Noninfiltrating Intraductal Carcinoma
PREDISPOSES,Cholesterol,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Lipid,Cholesterol Malignant neoplasm of breast
AFFECTS,Cessation of life,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Cessation of life Malignant neoplasm of breast
AFFECTS,TP53 gene|TP53,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,TP53 gene|TP53 Malignant neoplasm of breast
PREDISPOSES,BRCA2 gene|BRCA2,Familial cancer of breast,0.0039960039960039,Female Breast Cancer,Gene or Genome,BRCA2 gene|BRCA2 Familial cancer of breast
AFFECTS,protein kinase C eta,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",protein kinase C eta Malignant neoplasm of breast
AFFECTS,Steroid hormone,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hormone,Steroid hormone Malignant neoplasm of breast
AFFECTS,anastrozole,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Pharmacologic Substance,anastrozole Breast cancer metastatic
AFFECTS,Dietary Modification,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Dietary Modification Malignant neoplasm of breast
PREDISPOSES,Prostate-Specific Antigen,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Immunologic Factor,Prostate-Specific Antigen Malignant neoplasm of breast
CAUSES,Tumor Angiogenesis,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Gene or Genome,Tumor Angiogenesis Breast Carcinoma
AFFECTS,Malignant Neoplasms,"Carcinoma, Ductal, Breast",0.0029970029970029,Female Breast Cancer,Neoplastic Process,"Malignant Neoplasms Carcinoma, Ductal, Breast"
AFFECTS,Cyclooxygenase 2 Inhibitors,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Cyclooxygenase 2 Inhibitors Malignant neoplasm of breast
AUGMENTS,Progesterone,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hormone,Progesterone Malignant neoplasm of breast
PREDISPOSES,Tumor Markers,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Neoplastic Process,Tumor Markers Malignant neoplasm of breast
AFFECTS,Estrogen Antagonists,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hormone,Estrogen Antagonists Malignant neoplasm of breast
CAUSES,Chemicals,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Chemical,Chemicals Malignant neoplasm of breast
AFFECTS,Matrix Metalloproteinases,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Matrix Metalloproteinases Breast Carcinoma
CAUSES,"Herpesvirus 4, Human",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Virus,"Herpesvirus 4, Human Malignant neoplasm of breast"
AFFECTS,Gene-Environment Interaction,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,Gene-Environment Interaction Malignant neoplasm of breast
DISRUPTS,Vitamin D,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Food,Vitamin D Malignant neoplasm of breast
AFFECTS,Aromatase Inhibitors,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hormone,Aromatase Inhibitors Malignant neoplasm of breast
CAUSES,DNA Adducts,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide",DNA Adducts Malignant neoplasm of breast
AFFECTS,BRCA1 gene|BRCA1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,BRCA1 gene|BRCA1 Malignant neoplasm of breast
AFFECTS,Axillary Lymph Node Dissection,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Axillary Lymph Node Dissection Malignant neoplasm of breast
AFFECTS,BRCA1 Mutation,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,BRCA1 Mutation Malignant neoplasm of breast
CAUSES,"Mammary Tumor Virus, Mouse",Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Neoplastic Process,"Mammary Tumor Virus, Mouse Breast Carcinoma"
AFFECTS,BRCA1 gene|BRCA1,Sporadic Breast Carcinoma,0.0,Female Breast Cancer,Gene or Genome,BRCA1 gene|BRCA1 Sporadic Breast Carcinoma
