PREDICATE,SUBJECT_NAME,OBJECT_NAME,Factuality_Score,Cancer_Type,Category
PREVENTS,Estrogens,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Hormonal Treatments
METHOD_OF,Dietary Modification,breast cancer prevention,0.0279720279720279,Other,Lifestyle Factors
PREVENTS,Estrogen Receptor Modulators,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Hormonal Treatments
PREVENTS,Estrogen Receptor beta,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Hormonal Treatments
PREVENTS,Hormone replacement therapy,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
PREVENTS,Radiation therapy,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
PREVENTS,Bariatric Surgery,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
PREVENTS,Pharmacotherapy,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
PREVENTS,Chemoprevention,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medications
PREVENTS,Endocrine therapy,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
PREVENTS,Therapeutic procedure,Breast cancer recurrent,0.0239760239760239,Recurrent Breast Cancer,Medical Procedures
PREVENTS,Cancer Vaccines,Breast Carcinoma,0.0469530469530469,Female Breast Cancer,Vaccines
PREVENTS,Aspirin,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medications
PREVENTS,Vitamins,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Supplements
NEG_PREVENTS,Tamoxifen,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Hormonal Treatments
METHOD_OF,"Diet, Fat-Restricted",breast cancer prevention,0.0279720279720279,Other,Lifestyle Factors
PREVENTS,Pharmacotherapy,Breast cancer metastatic,0.0399600399600399,Female Breast Cancer,Medical Procedures
PREVENTS,Iron,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Supplements
PREVENTS,Reconstructive Surgical Procedures,Breast Carcinoma,0.0469530469530469,Female Breast Cancer,Medical Procedures
PREVENTS,Vitamin B 12,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Supplements
PREVENTS,"Diet, Mediterranean",Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Lifestyle Factors
PREVENTS,Therapeutic procedure,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Medical Procedures
PREVENTS,Screening mammography,Breast cancer stage II,0.0,Female Breast Cancer,Screening and Monitoring
NEG_PREVENTS,Bilateral mastectomy,Contralateral breast cancer,0.0149850149850149,Female Breast Cancer,Medical Procedures
PREVENTS,Pharmaceutical Preparations,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Medications
PREVENTS,dietary intervention,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Lifestyle Factors
PREVENTS,mullerian-inhibiting hormone,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Hormonal Treatments
PREVENTS,Vitamin D,Breast cancer recurrent,0.0239760239760239,Recurrent Breast Cancer,Supplements
PREVENTS,adjuvant therapy,Breast cancer recurrent,0.0239760239760239,Recurrent Breast Cancer,Medical Procedures
PREVENTS,dihydroxy-vitamin D3,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Supplements
PREVENTS,Pharmacotherapy,Contralateral breast cancer,0.0149850149850149,Female Breast Cancer,Medical Procedures
PREVENTS,"Chemotherapy, Adjuvant",Breast cancer recurrent,0.0239760239760239,Recurrent Breast Cancer,Medications
NEG_PREVENTS,Therapeutic procedure,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
PREVENTS,ESTROGENIC SUBSTANCES,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Hormonal Treatments
PREVENTS,Calcium,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Supplements
PREVENTS,Implantation procedure,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
USES,Treatment Protocols,breast cancer prevention,0.0279720279720279,Other,Medical Procedures
PREVENTS,Supplementation,Breast cancer metastatic,0.0399600399600399,Female Breast Cancer,Supplements
PREVENTS,Vitamin supplementation,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Supplements
PREVENTS,Estrogen Receptor alpha,Breast Carcinoma,0.0469530469530469,Female Breast Cancer,Hormonal Treatments
PREVENTS,tamoxifen,Invasive carcinoma of breast,0.0,Female Breast Cancer,Hormonal Treatments
PREVENTS,"Radiotherapy, Adjuvant",Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
PREVENTS,progesterone,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Hormonal Treatments
PREVENTS,Behavior Therapy,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
PREVENTS,Interventional procedure,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
PREVENTS,Phytochemicals,"Breast Cancer, Familial",0.0,Female Breast Cancer,Environmental Factors
PREVENTS,Nuclear Hormone Receptors,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Hormonal Treatments
PREVENTS,tamoxifen,Noninfiltrating Intraductal Carcinoma,0.0099900099900099,Female Breast Cancer,Hormonal Treatments
PREVENTS,Screening for malignant neoplasm of breast,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Screening and Monitoring
PREVENTS,Hormone Therapy,contralateral breast cancer,0.0,Female Breast Cancer,Medical Procedures
PREVENTS,dietary intervention,Breast cancer recurrent,0.0239760239760239,Recurrent Breast Cancer,Lifestyle Factors
METHOD_OF,Pharmacotherapy,breast cancer prevention,0.0279720279720279,Other,Medical Procedures
PREVENTS,Hormone Receptor,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Hormonal Treatments
PREVENTS,Selective Estrogen Receptor Modulators,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Hormonal Treatments
PREVENTS,Cancer Treatment,Breast cancer recurrent,0.0239760239760239,Recurrent Breast Cancer,Medical Procedures
PREVENTS,High residue diet,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Lifestyle Factors
PREVENTS,Progesterone,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Hormonal Treatments
PREVENTS,Antioestrogen therapy,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
PREVENTS,Medroxyprogesterone 17-Acetate,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Hormonal Treatments
PREVENTS,Androgens,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Hormonal Treatments
PREVENTS,Dietary Modification,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Lifestyle Factors
PREVENTS,Therapeutic procedure,Familial cancer of breast,0.0,Female Breast Cancer,Medical Procedures
PREVENTS,Chemopreventive Agent,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medications
PREVENTS,Hormones,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Hormonal Treatments
NEG_PREVENTS,Estrogens,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Hormonal Treatments
PREVENTS,Treatment Protocols,Contralateral breast cancer,0.0149850149850149,Female Breast Cancer,Medical Procedures
PREVENTS,Steroid hormone,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Hormonal Treatments
PREVENTS,BRCA1 gene|BRCA1,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Genetic Factors
PREVENTS,Progestogen hormone therapy,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
PREVENTS,Vaccination,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Vaccines
METHOD_OF,Treatment Protocols,breast cancer prevention,0.0279720279720279,Other,Medical Procedures
PREVENTS,Pharmaceutical Preparations,Breast cancer recurrent,0.0239760239760239,Recurrent Breast Cancer,Medications
PREVENTS,Operative Surgical Procedures,Breast cancer recurrent,0.0239760239760239,Recurrent Breast Cancer,Medical Procedures
PREVENTS,Chemoprevention,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Medications
PREVENTS,Vaccines,Breast Carcinoma,0.0469530469530469,Female Breast Cancer,Vaccines
METHOD_OF,Tamoxifen,breast cancer prevention,0.0279720279720279,Other,Hormonal Treatments
PREVENTS,Caloric Restriction,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Dietary Interventions
PREVENTS,"Vaccines, Peptide",Breast cancer recurrent,0.0239760239760239,Recurrent Breast Cancer,Vaccines
METHOD_OF,adjuvant therapy,breast cancer prevention,0.0279720279720279,Other,Medical Procedures
PREVENTS,Pharmacotherapy,Breast Carcinoma,0.0469530469530469,Female Breast Cancer,Medical Procedures
NEG_PREVENTS,Tamoxifen,Noninfiltrating Intraductal Carcinoma,0.0099900099900099,Female Breast Cancer,Hormonal Treatments
PREVENTS,Breast surgery,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
NEG_PREVENTS,Supplementation,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Supplements
NEG_PREVENTS,Aspirin,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medications
PREVENTS,Tamoxifen Citrate,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Hormonal Treatments
NEG_PREVENTS,Diet good,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Lifestyle Factors
PREVENTS,Therapeutic procedure,Breast cancer metastatic,0.0399600399600399,Female Breast Cancer,Medical Procedures
PREVENTS,Breast-Conserving Surgery,Breast cancer recurrent,0.0239760239760239,Recurrent Breast Cancer,Medical Procedures
PREVENTS,Radiation therapy,Breast cancer recurrent,0.0239760239760239,Recurrent Breast Cancer,Medical Procedures
PREVENTS,tamoxifen,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Hormonal Treatments
PREVENTS,fluvastatin,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medications
PREVENTS,omega-3 fatty acids,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Supplements
PREVENTS,Pharmacotherapy,Triple Negative Breast Neoplasms,0.0039960039960039,Female Breast Cancer,Medical Procedures
PREVENTS,Breast Therapy,contralateral breast cancer,0.0,Female Breast Cancer,Medical Procedures
PREVENTS,Hormone Therapy,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
PREVENTS,estrogens,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Hormonal Treatments
PREVENTS,BRCA1 gene|BRCA1,"Breast Cancer, Familial",0.0,Female Breast Cancer,Genetic Factors
PREVENTS,Antiretroviral therapy,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
PREVENTS,vitamin E,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Supplements
PREVENTS,Radiation diet,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Lifestyle Factors
NEG_PREVENTS,Prophylactic treatment,Noninfiltrating Intraductal Carcinoma,0.0099900099900099,Female Breast Cancer,Medical Procedures
PREVENTS,"Mastectomy, Subcutaneous",Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
PREVENTS,Bariatric Surgery,Triple Negative Breast Neoplasms,0.0039960039960039,Female Breast Cancer,Medical Procedures
PREVENTS,Hormone Therapy,Noninfiltrating Intraductal Carcinoma,0.0099900099900099,Female Breast Cancer,Medical Procedures
PREVENTS,Cancer Vaccines,Triple Negative Breast Neoplasms,0.0039960039960039,Female Breast Cancer,Vaccines
PREVENTS,calcium,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Supplements
PREVENTS,Tamoxifen,Breast Carcinoma,0.0469530469530469,Female Breast Cancer,Hormonal Treatments
PREVENTS,Therapeutic procedure,Contralateral breast cancer,0.0149850149850149,Female Breast Cancer,Medical Procedures
PREVENTS,adjuvant therapy,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
PREVENTS,Vaccines,Breast cancer recurrent,0.0239760239760239,Recurrent Breast Cancer,Vaccines
NEG_PREVENTS,Vitamin A,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Supplements
PREVENTS,Pharmaceutical Preparations,Breast Carcinoma,0.0469530469530469,Female Breast Cancer,Medications
NEG_PREVENTS,Screening mammography,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Screening and Monitoring
METHOD_OF,Chemoprevention,breast cancer prevention,0.0279720279720279,Other,Medications
PREVENTS,anhydrovitamin A,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Supplements
PREVENTS,Vitamin A,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Supplements
PREVENTS,Vaccination,Breast Carcinoma,0.0469530469530469,Female Breast Cancer,Vaccines
PREVENTS,Adenovirus Vaccine,Breast Carcinoma,0.0469530469530469,Female Breast Cancer,Vaccines
PREVENTS,Injection procedure,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
PREVENTS,pregnancy hormones,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Hormonal Treatments
PREVENTS,Environmental Pollutants,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Supplements
METHOD_OF,Procedures,breast cancer prevention,0.0279720279720279,Other,Medical Procedures
PREVENTS,"Vaccines, DNA",Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Vaccines
PREVENTS,Chemoprevention,Breast Carcinoma,0.0469530469530469,Female Breast Cancer,Medications
PREVENTS,Exploration procedure,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
PREVENTS,Supplementation,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Supplements
PREVENTS,Chemotherapy-Oncologic Procedure,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medications
PREVENTS,Immunotherapy,Breast cancer metastatic,0.0399600399600399,Female Breast Cancer,Medical Procedures
PREVENTS,Systemic Therapy,Inflammatory Breast Carcinoma,0.0,Female Breast Cancer,Medical Procedures
NEG_PREVENTS,Pharmaceutical Preparations,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medications
NEG_PREVENTS,Supplementation,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Supplements
PREVENTS,Non-Aspirin,Contralateral breast cancer,0.0149850149850149,Female Breast Cancer,Medications
PREVENTS,bone morphogenetic protein 6,Breast cancer metastatic,0.0399600399600399,Female Breast Cancer,Genetic Factors
PREVENTS,Combined Modality Therapy,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
NEG_PREVENTS,Phytoestrogens,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Hormonal Treatments
PREVENTS,Vegetarian diet,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Lifestyle Factors
PREVENTS,Estrogens,Breast cancer recurrent,0.0239760239760239,Recurrent Breast Cancer,Hormonal Treatments
PREVENTS,Radiation therapy,Noninfiltrating Intraductal Carcinoma,0.0099900099900099,Female Breast Cancer,Medical Procedures
PREVENTS,Hormone Therapy,Breast Carcinoma,0.0469530469530469,Female Breast Cancer,Medical Procedures
PREVENTS,aspirin,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medications
PREVENTS,Breast Cancer Therapeutic Procedure,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
PREVENTS,Combined Modality Therapy,Breast Carcinoma,0.0469530469530469,Female Breast Cancer,Medical Procedures
PREVENTS,"Vaccines, Conjugate",Secondary malignant neoplasm of breast,0.0,Female Breast Cancer,Vaccines
PREVENTS,fiber,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Dietary Interventions
PREVENTS,Cryotherapy,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
PREVENTS,Pharmaceutical Preparations,Breast cancer metastatic,0.0399600399600399,Female Breast Cancer,Medications
PREVENTS,Oestrogen therapy,Breast cancer recurrent,0.0239760239760239,Recurrent Breast Cancer,Medical Procedures
PREVENTS,Pharmacotherapy,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Medical Procedures
PREVENTS,releasing hormones,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Hormonal Treatments
PREVENTS,Estrogen-progestin preparation,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Hormonal Treatments
NEG_PREVENTS,Operative Surgical Procedures,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
PREVENTS,Immunization,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Vaccines
PREVENTS,Oestrogen therapy,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
PREVENTS,Estrogen Receptor alpha,Noninfiltrating Intraductal Carcinoma,0.0099900099900099,Female Breast Cancer,Hormonal Treatments
PREVENTS,Hormone manipulation,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Hormonal Treatments
NEG_PREVENTS,BRCA1 gene|BRCA1,Breast Carcinoma,0.0469530469530469,Female Breast Cancer,Genetic Factors
PREVENTS,Reconstructive Surgical Procedures,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
PREVENTS,"Estrogens, Non-Steroidal",Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Hormonal Treatments
INHIBITS,Vitamin D,Breast Carcinoma,0.0469530469530469,Female Breast Cancer,Supplements
PREVENTS,BRCA2 gene|BRCA2,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Genetic Factors
METHOD_OF,Caloric Restriction,breast cancer prevention,0.0279720279720279,Other,Dietary Interventions
PREVENTS,Diet good,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Lifestyle Factors
PREVENTS,Androgen Receptor|AR,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Hormonal Treatments
PREVENTS,Vitamin B Complex,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Supplements
PREVENTS,Treatment Protocols,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
NEG_PREVENTS,BRCA2 gene|BRCA2,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Genetic Factors
PREVENTS,Treatment Protocols,Breast cancer recurrent,0.0239760239760239,Recurrent Breast Cancer,Medical Procedures
PREVENTS,Vitamin B6,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Supplements
NEG_PREVENTS,Operative Surgical Procedures,Noninfiltrating Intraductal Carcinoma,0.0099900099900099,Female Breast Cancer,Medical Procedures
PREVENTS,"Diet, Sodium-Restricted",Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Lifestyle Factors
PREVENTS,Caloric Restriction,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Dietary Interventions
NEG_PREVENTS,Therapeutic procedure,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Medical Procedures
PREVENTS,Contralateral Prophylactic Mastectomy,contralateral breast cancer,0.0,Female Breast Cancer,Medical Procedures
PREVENTS,Pharmaceutical Preparations,Triple Negative Breast Neoplasms,0.0039960039960039,Female Breast Cancer,Medications
PREVENTS,Anesthesia procedures,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
PREVENTS,Discussion (procedure),Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
PREVENTS,4-hydroxy-N-desmethyltamoxifen,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Hormonal Treatments
PREVENTS,Prophylactic Mastectomy,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
PREVENTS,metformin,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medications
PREVENTS,breast implant procedure,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
PREVENTS,Replacement therapy,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
PREVENTS,Breast Cancer Treatment,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
NEG_PREVENTS,"Mastectomy, Subcutaneous",Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
PREVENTS,Tamoxifen Citrate,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Hormonal Treatments
NEG_PREVENTS,Selective Estrogen Receptor Modulators,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Hormonal Treatments
PREVENTS,Estrogen Receptor alpha,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Hormonal Treatments
PREVENTS,Aspirin,Ductal Breast Carcinoma,0.0019980019980019,Female Breast Cancer,Medications
COEXISTS_WITH,Assessment procedure,breast cancer prevention,0.0279720279720279,Other,Medical Procedures
METHOD_OF,Screening procedure,breast cancer prevention,0.0279720279720279,Other,Medical Procedures
PREVENTS,Vaccines,Breast cancer metastatic,0.0399600399600399,Female Breast Cancer,Vaccines
PREVENTS,sodium-dependent vitamin C transporter 2|SLC23A2,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Supplements
PREVENTS,Immunization,Breast Carcinoma,0.0469530469530469,Female Breast Cancer,Vaccines
PREVENTS,Bilateral mastectomy,Breast Carcinoma,0.0469530469530469,Female Breast Cancer,Medical Procedures
PREVENTS,oncostatin M|OSM,Breast cancer metastatic,0.0399600399600399,Female Breast Cancer,Medications
PREVENTS,Steroid hormone,Breast Carcinoma,0.0469530469530469,Female Breast Cancer,Hormonal Treatments
PREVENTS,Cryosurgery,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
NEG_PREVENTS,Tamoxifen,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Hormonal Treatments
PREVENTS,Chemotherapy-Oncologic Procedure,Breast cancer recurrent,0.0239760239760239,Recurrent Breast Cancer,Medications
PREVENTS,Logotherapy,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
PREVENTS,adjuvant therapy,Breast cancer metastatic,0.0399600399600399,Female Breast Cancer,Medical Procedures
PREVENTS,Radiation therapy,Contralateral breast cancer,0.0149850149850149,Female Breast Cancer,Medical Procedures
NEG_PREVENTS,Radiation therapy,Breast cancer recurrent,0.0239760239760239,Recurrent Breast Cancer,Medical Procedures
PREVENTS,vitamin E,Carcinoma breast stage IV,0.0,Female Breast Cancer,Supplements
PREVENTS,Topical Chemotherapy,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medications
PREVENTS,tamoxifen,estrogen receptor-positive breast cancer,0.0,Female Breast Cancer,Hormonal Treatments
PREVENTS,First line treatment,Malignant neoplasm of breast,0.3146853146853147,Female Breast Cancer,Medical Procedures
PREVENTS,estrogens,estrogen receptor-positive breast cancer,0.0,Female Breast Cancer,Hormonal Treatments
