title,factuality_score
Chromosome Mapping,0.2177822
Scanning,0.0509491
Chromogenic in situ Hybridization,0.0509491
logistic regression analysis,0.2177822
Osteopontin Staining Method,0.0389610
Research Personnel,0.0389610
Electrophoresis,0.2177822
"Toxicology screen, general",0.2177822
Neutralising antibodies,0.2177822
Assay,0.0389610
"Spectrometry, Mass, Electrospray Ionization",0.2177822
Cancer Diagnosis,0.2177822
Validation,0.2177822
Health Personnel,0.2177822
Microscopy,0.0389610
Immunocytochemistry,0.0509491
chromatin immunoprecipitation,0.2177822
Immunohistochemistry,0.0139860
Genotype determination,0.2177822
DNA analysis,0.0139860
Gene Expression Profiling,0.2177822
"Spectrum Analysis, Mass",0.2177822
Dot Immunoblotting,0.2177822
Medical oncologist,0.2177822
Dilution,0.2177822
Weighing patient,0.0139860
Medical pathologist,0.0389610
"Microscopy, Electron, Scanning",0.2177822
Computed Tomographic Colonography,0.2177822
Liquid Chromatography,0.2177822
Metabolic analysis,0.2177822
breast cancer diagnosis,0.0269730
Prostate specific antigen measurement,0.2177822
Diffusion Magnetic Resonance Imaging,0.2177822
Health Personnel,0.0139860
Blood cadmium measurement,0.0269730
Author,0.0389610
Ultrasonography,0.0139860
DNA analysis,0.2177822
Differential white blood cell count procedure,0.2177822
Sequence Analysis,0.2177822
"Tomography, Optical",0.2177822
Western Blot,0.2177822
Reader,0.2177822
Activated clotting time measurement,0.0059940
athlete,0.2177822
Actor,0.2177822
Magnetic Resonance Spectroscopy,0.2177822
2D Polyacrylamide Gel Electrophoresis,0.2177822
Western Blot,0.0139860
simulation,0.2177822
Cell hybridization,0.2177822
tomography,0.2177822
Western Blot,0.0269730
Immunoassay,0.2177822
Magnetic Resonance Imaging,0.0049950
Histology Procedure,0.2177822
Sentinel Lymph Node Mapping,0.0389610
Mucin-1 Staining Method,0.0509491
Ultrasonography,0.0509491
Fluorescent in Situ Hybridization,0.0389610
Sentinel Lymph Node Mapping,0.0269730
diagnostic procedure,0.0509491
Functional assessment,0.2177822
endoscopy,0.2177822
Cytokeratin-14 Staining Method,0.0389610
Polymerase Chain Reaction,0.0059940
Polymerase chain reaction analysis,0.2177822
Reporter,0.2177822
Laser Scanning Cytometry,0.2177822
Primary Care Physicians,0.2177822
Flow Cytometry,0.0269730
Author,0.0059940
Immunophenotyping,0.0139860
Beck depression inventory,0.2177822
Diagnostic tests,0.0139860
Tumor Burden,0.0139860
Immunohistochemistry,0.0059940
Administrators,0.2177822
Differential Diagnosis,0.2177822
Fluorescent in Situ Hybridization,0.0269730
Sentinel Lymph Node Mapping,0.2177822
Serologic tests,0.2177822
Chest CT,0.2177822
Serum estradiol measurement,0.2177822
Immunodiagnosis,0.2177822
Cell marker,0.0389610
Ultrasonography,0.0269730
Diagnostic tests,0.0269730
Tumor Burden,0.2177822
Chest imaging,0.0389610
genetic analysis,0.0059940
Mucin-2 Staining Method,0.2177822
Serum selenium,0.2177822
Immunophenotyping,0.2177822
Enzyme-Linked Immunosorbent Assay,0.0269730
student,0.2177822
Computed Tomographic Colonography,0.0389610
Endoscopy of nose,0.0139860
Cell marker,0.0049950
tomography,0.0389610
Nucleic acid assay,0.0139860
IMMUNOHISTOCHEMICAL,0.0059940
Triple test,0.0509491
Androgens measurement,0.2177822
Stereo microscopy,0.2177822
Cell hybridization,0.0139860
Magnetic Resonance Imaging,0.0139860
Measurement of serum lipid level,0.2177822
Molecular Diagnosis,0.2177822
Breast Cancer Surveillance Consortium,0.0269730
"Interview, Psychological",0.2177822
Air steward,0.2177822
"Diagnosis, Fluoroscopic",0.2177822
Blood typing procedure,0.2177822
Minimum Inhibitory Concentration measurement,0.0509491
Magnetic Resonance Imaging,0.0269730
Gene Expression Profiling,0.0509491
Gene Expression Profiling,0.0269730
DNA stability,0.2177822
"Tomography, Emission-Computed",0.0269730
clonality,0.2177822
breast cancer diagnosis,0.0139860
Quantitative Microscopy,0.0389610
Nucleic acid assay,0.2177822
Microarray Analysis,0.0139860
Body mass index procedure,0.2177822
COMPUTED,0.2177822
Medical practitioners NOS,0.2177822
"Computerized tomography, 3 dimensional reconstruction",0.2177822
Medical Imaging,0.0389610
Differential Diagnosis,0.0139860
Caregiver,0.2177822
Computed Tomographic Colonography,0.0139860
Culture Techniques,0.2177822
Digital Image Analysis,0.0059940
Medical Imaging,0.0269730
Immunohistochemistry,0.0089910
Gene Expression Profiling,0.0029970
Pathology procedure,0.2177822
Fluorescent Antibody Technique,0.0179820
PET/CT scan,0.0029970
BRCA Mutation Analysis,0.0179820
one-step nucleic acid amplification,0.2177822
"Spectroscopy, Fourier Transform Infrared",0.2177822
Psychometrics,0.2177822
Diagnosis,0.2177822
College of American Pathologists,0.0089910
Assay,0.0179820
Quantitative PCR analysis,0.0179820
Western Blotting,0.2177822
Computer Assisted Diagnosis,0.2177822
Lactate dehydrogenase measurement,0.0209790
Diffusion weighted imaging,0.2177822
Gene Expression Profiling,0.0179820
S-Phase Fraction,0.2177822
Cell Count,0.2177822
Diagnosis,0.0019980
Assay,0.0049950
Single-Cell Analysis,0.2177822
Medical pathologist,0.0179820
Cell Count,0.0179820
Microwave Imaging,0.2177822
Breast Cancer Surveillance Consortium,0.0179820
Optical Imaging,0.2177822
Assessment: Cognition,0.0029970
Magnetic Resonance Imaging,0.0009990
Biomarker Analysis,0.0019980
Breast Cancer Type 1 Susceptibility Protein Measurement,0.2177822
Breast Cancer Type 1 Susceptibility Protein Measurement,0.0009990
Ki67 Measurement,0.2177822
Diagnosis,0.0089910
thermal imaging,0.2177822
Magnetic resonance imaging of breast,0.0179820
Dermatologist,0.0509491
Body mass index procedure,0.0059940
Ultrasonography,0.0209790
tomosynthesis,0.2177822
Microscopy,0.0059940
Ultrasonography,0.0179820
Laboratory Procedures,0.2177822
Diagnosis,0.0389610
Methionine measurement,0.0179820
Breast Cancer Type 1 Susceptibility Protein Measurement,0.0179820
Multiparametric Magnetic Resonance Imaging,0.2177822
Diffusion weighted imaging,0.0000000
Diffusion weighted imaging,0.0389610
Lymphangiography,0.2177822
Clinician,0.2177822
Ultrasonography,0.0389610
Magnetic resonance imaging of breast,0.0089910
Formalin-Fixed Paraffin-Embedded,0.0179820
Parametric Image,0.0019980
Laboratory Procedures,0.0049950
High-B-Value Diffusion-Weighted Imaging,0.2177822
Breast Cancer Type 1 Susceptibility Protein Measurement,0.0049950
Transient elastography,0.2177822
Single-Cell Analysis,0.0509491
Cell phenotype determination procedure,0.2177822
Microscopy,0.0509491
Magnetic Resonance Imaging,0.0029970
Magnetic resonance imaging of breast,0.0000000
Colorimetric Cell Viability Assay,0.2177822
Fibrinogen to Albumin Ratio Measurement,0.0179820
Assay,0.0059940
Upstaging,0.0389610
Ki67 Measurement,0.0179820
Immunohistochemistry,0.0019980
Magnetic Resonance Imaging,0.0179820
PET/CT scan,0.0019980
FDG-Positron Emission Tomography and Computed Tomography Scan,0.0049950
Research Personnel,0.0029970
Assay,0.0029970
Subtyping,0.0179820
Ki67 Measurement,0.0089910
Magnetic resonance imaging of breast,0.0019980
radiologist,0.0049950
Magnetic Resonance Imaging,0.0089910
Diffusion weighted imaging,0.0019980
Immunophenotyping,0.0179820
"Ultrasonography, Mammary",0.2177822
Diagnosis,0.0179820
"Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization",0.0179820
Study,0.2177822
Electrocorticogram,0.2177822
Early Diagnosis,0.0179820
Laboratory Procedures,0.0059940
Ultrasonography,0.0089910
Health Personnel,0.0059940
Microarray Analysis,0.0059940
Biomarker Analysis,0.0059940
Breast Cancer Type 1 Susceptibility Protein Measurement,0.0000000
Computed Tomography (CT) of Liver,0.2177822
"Spectroscopy, Fourier Transform Infrared",0.0389610
Fecal analysis procedure,0.0179820
Diagnosis,0.0069930
Magnetic Resonance Imaging,0.0019980
Fibrin-fibrinogen split products assay,0.2177822
Diagnosis,0.0059940
fMRI,0.2177822
Infrared Thermography,0.2177822
Immunophenotyping,0.0039960
Multiparametric Magnetic Resonance Imaging,0.0000000
Absolute Reticulocyte Count,0.0389610
Single-Cell Analysis,0.0179820
Immunohistochemistry,0.0179820
Magnetic resonance imaging of breast,0.2177822
Cell Count,0.0059940
Cytometry,0.2177822
Mass Spectrometry,0.0179820
Laboratory Procedures,0.0509491
Imaging Techniques,0.2177822
Research Personnel,0.0209790
Volume Measurement,0.2177822
PET/CT scan,0.2177822
Platelet hematocrit measurement,0.0029970
Ultrasonography,0.0029970
Photoacoustic Imaging,0.2177822
T2 (Observed)-Weighted Imaging,0.0179820
Subtyping,0.2177822
Radionuclide Imaging,0.0139860
clonality,0.0049950
mutation analysis,0.0049950
Immunoprecipitation,0.2177822
Immunofluorescence,0.0269730
Cytokeratin-18 Staining Method,0.2177822
Logistic Regression,0.2177822
Hair zinc,0.2177822
Homocysteine level,0.2177822
Iodine uptake,0.2177822
DERIVED,0.2177822
Functional Imaging,0.2177822
White Blood Cell Count procedure,0.2177822
angiogram,0.2177822
Xeroradiography,0.2177822
"Spectrum Analysis, Raman",0.0389610
Diagnostic Neoplasm Staging,0.0509491
Immunocytochemistry,0.0269730
Estrogen receptor assay (ERA),0.2177822
"Spectrum Analysis, Raman",0.0139860
"Cloning, Molecular",0.0509491
Microdissection,0.2177822
Immunoperoxidase Techniques,0.0049950
Image analysis,0.0139860
Nucleic acid assay,0.0509491
Mediastinoscopy,0.2177822
Ultrasonography,0.0019980
Surgeon,0.0509491
Estrogen receptor assay (ERA),0.0509491
Progesterone receptor assay,0.2177822
histological diagnosis,0.0389610
Early Diagnosis,0.0389610
DNA chemical synthesis,0.2177822
General Practitioners,0.2177822
Diaphanography,0.2177822
Clinical Trials,0.0389610
histological diagnosis,0.2177822
Carbohydrate antigen 549 measurement,0.2177822
Radioimmunodetection,0.2177822
Spectrometry,0.2177822
Lymphography,0.0509491
Venography - procedure,0.2177822
thermography,0.0509491
Radioisotope scan of bone,0.2177822
"Chromatography, Affinity",0.0509491
Mucin-1 Staining Method,0.0139860
Mucin-2 Staining Method,0.0389610
Optical Methods,0.2177822
DIRECT ASSAY,0.0139860
Surgeon,0.0059940
Sequence Determinations,0.2177822
Estrogen measurement,0.0139860
Voluntary Workers,0.2177822
Skeletal X-ray,0.2177822
Pilot,0.2177822
Nuclear medicine procedure,0.2177822
Research Personnel,0.0139860
Mucin-2 Staining Method,0.0139860
Woman,0.2177822
mutation analysis,0.0389610
Mucin-1 Staining Method,0.0389610
Hormone measurement,0.0509491
Creatinine clearance measurement,0.0509491
Cell Count,0.0389610
Oncologist,0.2177822
WORK UP,0.2177822
Histocytochemistry,0.0389610
"Tomography, Spiral Computed",0.0059940
small angle X ray scattering,0.2177822
immunological status,0.2177822
Plasma insulin,0.2177822
HIGH SENSITIVITY,0.0049950
high throughput analysis,0.2177822
Exploration with a probe,0.2177822
Hepatitis B virus DNA assay,0.2177822
Plasma estradiol measurement,0.2177822
Weighing patient,0.2177822
Gene Expression Profiling,0.0139860
"Spectrum Analysis, Mass",0.0139860
Abdomen scan,0.0139860
molecular imaging,0.2177822
Patients,0.0389610
Pathologist evaluation,0.2177822
Insulin-like growth factor binding protein 3 level,0.2177822
Plain x-ray,0.2177822
Morphometric analysis,0.0139860
Laboratory studies,0.2177822
Cell marker,0.0269730
HIGH SENSITIVITY,0.0269730
Clinicians,0.0509491
CD4/CD8 ratio procedure,0.2177822
Provider,0.2177822
AIDS diagnosis,0.2177822
mutation analysis,0.0139860
Medical oncologist,0.0139860
"Microscopy, Confocal",0.2177822
Immunology profile,0.0059940
Hemoglobin measurement,0.2177822
"Tomography, Emission-Computed",0.0139860
IMMUNOHISTOCHEMICAL,0.0389610
Hospital specialist,0.2177822
Lymph Node Mapping,0.2177822
HercepTest,0.2177822
intravital microscopy,0.2177822
Diagnostic tests,0.2177822
Patients,0.2177822
Estimator,0.2177822
BREAST.FINE NEEDLE,0.2177822
Nurses,0.0059940
Palpation,0.0389610
Clinical Trials,0.2177822
"Toxicology screen, general",0.0269730
Histology Procedure,0.0389610
Diagnostic Neoplasm Staging,0.0269730
Autopsy,0.0509491
Immunophenotyping,0.0389610
Analysis,0.2177822
Cancer antigen 27.29,0.0139860
tomography,0.0049950
Osteopontin Staining Method,0.0139860
Cytokeratin-14 Staining Method,0.0509491
breast cancer diagnosis,0.2177822
"Tomography, Ultrasonic",0.2177822
Diagnostic radiologic examination,0.0139860
Scanning,0.0139860
Pulmonary function tests,0.2177822
Molecular Diagnostic Testing,0.2177822
fluorodeoxyglucose positron emission tomography,0.0269730
Teacher,0.0269730
Amino acid level,0.2177822
Multimodal Imaging,0.0019980
Cell marker,0.0509491
Positron-Emission Tomography,0.0139860
"Microscopy, Scanning Tunneling",0.2177822
Sodium measurement,0.2177822
HIGH SENSITIVITY,0.0509491
rapid diagnosis,0.2177822
proteomic profiling,0.0059940
"Sequence Analysis, RNA",0.0269730
Author,0.0049950
Endocrine studies,0.0139860
Social Aspects of Cancer,0.0059940
Principal Investigator,0.2177822
Attending,0.2177822
Bone density scan,0.2177822
Examination of breast,0.0389610
Sodium measurement,0.0139860
Computed Tomographic Colonography,0.0509491
explanation,0.2177822
Cell marker,0.0139860
breast cancer diagnosis,0.0389610
Histology Procedure,0.0269730
Gynecologist,0.2177822
Author,0.0269730
Estimator,0.0389610
X-Ray Computed Tomography,0.2177822
Hematocrit procedure,0.2177822
"Spectroscopy, Near-Infrared",0.2177822
Interview,0.2177822
Early Diagnosis,0.0139860
"Toxicology screen, general",0.0509491
Steroid hormone measurement,0.2177822
Professional guide,0.2177822
tailor,0.2177822
Multimodal Imaging,0.2177822
Cone-Beam Computed Tomography,0.2177822
scholar,0.2177822
Cytological Techniques,0.0509491
Positron Emission Tomography and Magnetic Resonance Imaging,0.0059940
Mammogram - symptomatic,0.0089910
saliva analysis,0.0000000
Cytological Techniques,0.2177822
Diagnosis,0.0029970
professional occupation status,0.2177822
Computer Assisted Diagnosis,0.0389610
nipple discharge cytology,0.2177822
Clinician,0.0049950
Author,0.0179820
Differential panel,0.0179820
Transient elastography,0.0089910
Scientific Study,0.2177822
"Spectrum Analysis, Raman",0.0509491
Positron-Emission Tomography,0.0019980
Immunohistochemistry,0.0009990
Assay of volatiles,0.2177822
Chest CT,0.0029970
Western Blot,0.0179820
Magnetic Resonance Spectroscopy,0.0389610
Positron-Emission Tomography,0.0059940
Serum gamma-glutamyl transferase measurement,0.2177822
Alpha tumour necrosis factor measurement,0.0049950
Cell Count,0.0089910
Real-Time Polymerase Chain Reaction,0.0179820
Magnetic Resonance Imaging,0.0209790
Ki67 Measurement,0.0029970
Chemokine (C-X3-C Motif) Ligand 1 Measurement,0.2177822
Activation Analysis,0.2177822
Pre-surgery evaluation,0.0029970
Scientific Study,0.0509491
electrical impedance tomography,0.2177822
Medical practitioner,0.2177822
Dual-Energy X-Ray Absorptiometry,0.2177822
Tumor Burden,0.0209790
Microarray Analysis,0.0179820
Pre-surgery evaluation,0.0089910
Pathologic Examination,0.0049950
Epidermal Growth Factor Receptor Measurement,0.0179820
Conventional Imaging,0.0089910
Reverse Transcriptase Polymerase Chain Reaction,0.2177822
fluid aspiration,0.2177822
Breast Self-Examination,0.0509491
Ki67 Measurement,0.0389610
Work-up,0.2177822
"Ultrasonography, Mammary",0.0029970
Superb microvascular imaging,0.2177822
Health Personnel,0.0000000
Nuclear magnetic resonance imaging brain,0.0059940
"Diagnosis, clinical",0.2177822
Observation - diagnostic procedure,0.0059940
Modeling,0.2177822
Epidermal Growth Factor Receptor Measurement,0.0059940
Complete Blood Count,0.0000000
Breast Imaging Reporting and Data System,0.2177822
Formalin-Fixed Paraffin-Embedded,0.2177822
Biological Assay,0.2177822
Monocyte Chemotactic Protein 1 Measurement,0.0059940
Clinician,0.0179820
Cell Count,0.0029970
Vasoactive intestinal polypeptide measurement,0.2177822
Oncologists,0.2177822
Cryopreservation,0.2177822
Computational analysis,0.0179820
Ultrasonography,0.0069930
Mutation Detection,0.0179820
Blood glucose measurement,0.2177822
Hematoxylin and eosin stain method,0.0389610
Immunohistochemistry,0.0049950
Androgens measurement,0.0269730
breast imaging studies,0.2177822
Cytokeratin-18 Staining Method,0.0000000
Medical pathologist,0.0509491
Polymerase Chain Reaction,0.0389610
Plasma oestrogen,0.2177822
X-Ray Computed Tomography,0.0139860
Calcium measurement,0.0509491
Assay,0.0009990
Cytogenetic procedure,0.0509491
"Cloning, Molecular",0.2177822
Serum prolactin,0.2177822
Electron Microscopy,0.2177822
Woman,0.0389610
Electron Microscopy,0.0509491
Professional Organization or Group,0.2177822
Antibody to islet cells of pancreas measurement,0.0509491
Immunodiffusion,0.0509491
Karyometry,0.0029970
Silver Staining,0.0389610
Fluoroscopy,0.2177822
Lymphocyte subset measurement,0.2177822
Plasma lipid measurement,0.2177822
"Spectroscopy, Nuclear Magnetic Resonance",0.2177822
"Ultrasonography, Interventional",0.2177822
Magnetic Resonance Imaging,0.0069930
Antigen test,0.2177822
Fractionation,0.0139860
Hormone measurement,0.2177822
Venography - procedure,0.0509491
Serum prolactin,0.0509491
Cell Count,0.0509491
Medical Imaging,0.0509491
Histology Procedure,0.0509491
"Toxicology screen, general",0.0000000
Polarographic measurement,0.0509491
tissue processing,0.2177822
CALCULATION,0.0509491
Leukocyte Adherence Inhibition Test,0.2177822
Zinc measurement,0.0139860
Research Personnel,0.0009990
Serum C reactive protein level,0.2177822
Hematology procedure,0.2177822
Mutagenicity Tests,0.2177822
Image Cytometry,0.0389610
PO2 measurement,0.0509491
HercepTest,0.0509491
Triple test,0.2177822
"Tomography, Emission-Computed, Single-Photon",0.0509491
Breast Cancer Surveillance Consortium,0.2177822
Prostate specific antigen measurement,0.0509491
Mucin-1 Staining Method,0.0049950
Cytotoxicity assay,0.2177822
HercepTest,0.0269730
Parathyroid scintigraphy,0.2177822
Provider,0.0389610
Physical activity assessment,0.2177822
Fluorescent in Situ Hybridization,0.0139860
Author,0.0009990
Oncology Group,0.2177822
Molecular Diagnosis,0.0389610
High density lipoprotein measurement,0.2177822
radiologist,0.0509491
Faculty,0.2177822
Research Personnel,0.0059940
molecular imaging,0.0509491
TELOMERE ANALYSIS,0.2177822
"Sequence Analysis, DNA",0.2177822
Cancer Diagnosis,0.0269730
Serum testosterone measurement,0.2177822
"Blood Count, Complete",0.0269730
Flow Cytometry,0.0139860
DNA ploidy analysis,0.2177822
Immunoblot Analysis,0.0269730
mutation analysis,0.0269730
Serum protein profile,0.2177822
"Blood Count, Complete",0.2177822
Breast Cancer Surveillance Consortium,0.0389610
Surgeon,0.0389610
Assay,0.0269730
Diffusion weighted imaging,0.0509491
Primary Care Physicians,0.0059940
Author,0.0029970
Tissue Fixation,0.2177822
Flow Cytometry,0.0069930
Serum estradiol measurement,0.0509491
Subrenal Capsule Assay,0.2177822
HIGH SENSITIVITY,0.0059940
Radionuclide Imaging,0.0389610
"Tomography, Optical",0.0269730
Cell marker,0.0059940
Immunohistochemistry,0.0069930
histological diagnosis,0.0509491
Infertility study,0.2177822
Histocytochemistry,0.0269730
Clinical Trials Cooperative Group,0.2177822
"Tomography, Spiral Computed",0.2177822
"Blotting, Western",0.0269730
Vascular assessment,0.2177822
Staff,0.2177822
Employee,0.2177822
tomography,0.0029970
Mass Fragmentography,0.2177822
Immunofluorescence,0.2177822
Drug measurement,0.0139860
Immunoblot Analysis,0.2177822
Clinical Research,0.0389610
Statistician,0.2177822
Maker NOS,0.2177822
Family investigation,0.2177822
MRI of breast,0.2177822
Body mass index procedure,0.0139860
Perfusion Magnetic Resonance Imaging,0.2177822
environmental factors,0.2177822
