title,factuality_score
Recombinant Follicle Stimulating Hormone,0.1928072
inhibitors,0.0009990
Luteinizing Hormone-releasing Hormone Agonist,0.0059940
Dipeptidyl-Peptidase IV Inhibitors,0.1928072
inhibitors,0.0099900
Thyrotropin-Releasing Hormone|TRH,0.1928072
Cyclooxygenase 2 Inhibitors,0.0419580
Melanocyte stimulating hormone,0.1928072
mullerian-inhibiting hormone,0.0379620
Nitric Oxide Synthase Inhibitors,0.1928072
Protease Inhibitors,0.1928072
inhibitors,0.0059940
Acetate,0.0009990
17-Ketosteroids,0.0379620
Follicle Stimulating Hormone,0.0099900
Megestrol,0.0379620
Carbonic Anhydrase Inhibitors,0.1928072
Hydroxymethylglutaryl-CoA Reductase Inhibitors,0.0419580
PD-L1 Inhibitors,0.0109890
MTOR Inhibitors,0.0439560
PD-L1 Inhibitors,0.0089910
